Filial,Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
RIBAS,SYD5G48,Carregamento Fabrica RRP,06/08/2025 21:40:56,06/08/2025 22:41:49,06/08/2025 23:41:59,Saiu da cerca,1h 0m,39450,584793,170885
RIBAS,SYD5G48,Enlonamento RRP,06/08/2025 22:38:46,06/08/2025 22:41:49,06/08/2025 23:41:59,Saiu da cerca,3m,39450,584793,184474
RIBAS,RWB3C06,Enlonamento RRP,06/08/2025 22:39:27,06/08/2025 22:41:28,06/08/2025 23:41:33,Saiu da cerca,2m,44459,610501,184474
RIBAS,SYE7D12,Enlonamento RRP,06/08/2025 22:06:49,06/08/2025 22:41:05,06/08/2025 23:41:13,Saiu da cerca,34m,39450,600095,184474
RIBAS,SYE7D14,Buffer frotas ,06/08/2025 22:13:24,06/08/2025 22:37:54,06/08/2025 23:38:01,Saiu da cerca,24m,39450,595766,170884
FILIAL 16622,SYD5F94,TRAJETO FABRICA X PA,06/08/2025 22:28:22,06/08/2025 22:30:01,06/08/2025 23:33:28,Saiu da cerca,1m,16622,586850,69017
RIBAS,SYD5G63,Buffer frotas ,06/08/2025 20:16:55,06/08/2025 22:32:51,06/08/2025 23:32:57,Saiu da cerca,2h 15m,39450,595770,170884
RIBAS,SYD5G28,Descarga Inocencia,06/08/2025 20:33:14,06/08/2025 22:32:45,06/08/2025 23:32:57,Saiu da cerca,1h 59m,39450,583457,171260
RIBAS,SYD5F91,Agua Clara,06/08/2025 22:22:02,06/08/2025 22:32:35,06/08/2025 23:32:47,Saiu da cerca,10m,39450,593043,171261
FILIAL 16622,SYR4E33,AREA EXTERNA SUZANO,06/08/2025 22:25:22,06/08/2025 22:29:31,06/08/2025 23:32:37,Saiu da cerca,4m,16622,589699,75698
FILIAL 16622,SYR4E33,TRAJETO FABRICA X PA,06/08/2025 21:41:20,06/08/2025 22:23:34,06/08/2025 23:32:32,Saiu da cerca,42m,16622,589699,69017
RIBAS,SYD5G28,Terminal Inocencia,06/08/2025 20:34:52,06/08/2025 22:30:45,06/08/2025 23:32:01,Saiu da cerca,1h 55m,39450,583457,185549
RIBAS,SYD5G28,Patio Carregado INO,06/08/2025 21:07:30,06/08/2025 22:30:45,06/08/2025 23:32:01,Saiu da cerca,1h 23m,39450,583457,185552
RIBAS,SYE7D10,Descarga INO,06/08/2025 22:15:33,06/08/2025 22:30:19,06/08/2025 23:31:26,Saiu da cerca,14m,39450,600021,169315
RIBAS,SYE7D10,Desc. INO,06/08/2025 22:15:33,06/08/2025 22:30:19,06/08/2025 23:31:26,Saiu da cerca,14m,39450,600021,185561
RIBAS,SYD5G48,Enlonamento RRP,06/08/2025 22:18:57,06/08/2025 22:30:42,06/08/2025 23:30:50,Saiu da cerca,11m,39450,584793,184474
FILIAL 16622,SYD5G60,TRAJETO FABRICA X PA,06/08/2025 21:45:01,06/08/2025 22:29:26,06/08/2025 23:29:30,Saiu da cerca,44m,16622,584818,69017
FILIAL 16622,SYD5F94,Carregamento Fabrica,06/08/2025 22:01:23,06/08/2025 22:28:22,06/08/2025 23:28:25,Saiu da cerca,26m,16622,586850,185186
RIBAS,SYD5G54,Buffer frotas ,06/08/2025 20:41:48,06/08/2025 22:27:25,06/08/2025 23:27:33,Saiu da cerca,1h 45m,39450,585061,170884
RIBAS,SYD5G15,Oficina JSL,06/08/2025 22:25:29,,06/08/2025 23:25:37,Entrou na cerca,,39450,595365,181600
RIBAS,SYD5G36,Abastecimento Frotas RRP,06/08/2025 22:15:06,06/08/2025 22:25:00,06/08/2025 23:25:36,Saiu da cerca,9m,39450,595362,170896
RIBAS,SYD5G36,Pro LOG,06/08/2025 22:15:06,06/08/2025 22:25:00,06/08/2025 23:25:36,Saiu da cerca,9m,39450,595362,185128
RIBAS,SMG9D17,Posto Mutum,06/08/2025 21:50:03,06/08/2025 22:16:43,06/08/2025 23:22:34,Saiu da cerca,26m,44459,613394,174412
RIBAS,SYD5G01,Posto Mutum,06/08/2025 21:55:51,06/08/2025 22:15:06,06/08/2025 23:21:13,Saiu da cerca,19m,39450,593678,174412
RIBAS,SYD5G31,Posto Mutum,06/08/2025 22:18:08,06/08/2025 22:20:08,06/08/2025 23:20:12,Saiu da cerca,2m,39450,595348,174412
RIBAS,SYD5G27,Agua Clara,06/08/2025 22:10:01,06/08/2025 22:19:35,06/08/2025 23:19:42,Saiu da cerca,9m,39450,595760,171261
RIBAS,RWD4B32,Carregamento Fabrica RRP,06/08/2025 21:28:01,06/08/2025 22:19:09,06/08/2025 23:19:16,Saiu da cerca,51m,44459,620722,170885
RIBAS,SYD5G50,Posto Mutum,06/08/2025 22:17:06,06/08/2025 22:19:08,06/08/2025 23:19:16,Saiu da cerca,2m,39450,595409,174412
RIBAS,SYL5J46,Terminal Inocencia,06/08/2025 21:11:14,06/08/2025 22:18:23,06/08/2025 23:18:31,Saiu da cerca,1h 7m,39450,595218,185549
RIBAS,SYL5J46,Patio Carregado INO,06/08/2025 21:52:27,06/08/2025 22:18:23,06/08/2025 23:18:31,Saiu da cerca,25m,39450,595218,185552
RIBAS,SYD5G48,Carregamento RRp,06/08/2025 22:02:35,06/08/2025 22:16:57,06/08/2025 23:16:59,Saiu da cerca,14m,39450,584793,169314
RIBAS,QUA0J34,Buffer frotas ,06/08/2025 22:01:32,06/08/2025 22:15:30,06/08/2025 23:15:38,Saiu da cerca,13m,44459,610648,170884
FILIAL 16622,SYD5F88,TRAJETO PA X APARECIDA 1,06/08/2025 21:42:51,06/08/2025 22:15:16,06/08/2025 23:15:23,Saiu da cerca,32m,16622,582309,69019
RIBAS,SYD5G33,Carregamento Fabrica RRP,06/08/2025 22:04:21,06/08/2025 22:12:30,06/08/2025 23:12:36,Saiu da cerca,8m,39450,593023,170885
RIBAS,SYD5F89,Descarga Inocencia,06/08/2025 21:26:37,06/08/2025 22:06:11,06/08/2025 23:12:01,Saiu da cerca,39m,39450,586853,171260
RIBAS,SYE7D14,Carregamento Fabrica RRP,06/08/2025 21:25:09,06/08/2025 22:11:39,06/08/2025 23:11:50,Saiu da cerca,46m,39450,595766,170885
RIBAS,SYE7D14,Enlonamento RRP,06/08/2025 21:51:47,06/08/2025 22:11:39,06/08/2025 23:11:50,Saiu da cerca,19m,39450,595766,184474
RIBAS,GBJ0J68,Descarga Inocencia,06/08/2025 21:51:36,06/08/2025 22:10:54,06/08/2025 23:11:10,Saiu da cerca,19m,44459,611594,171260
RIBAS,GBJ0J68,Descarga INO,06/08/2025 21:51:36,06/08/2025 22:04:37,06/08/2025 23:11:05,Saiu da cerca,13m,44459,611594,169315
RIBAS,GBJ0J68,Terminal Inocencia,06/08/2025 21:51:36,06/08/2025 22:08:54,06/08/2025 23:11:05,Saiu da cerca,17m,44459,611594,185549
RIBAS,GBJ0J68,Desc. INO,06/08/2025 21:51:36,06/08/2025 22:04:37,06/08/2025 23:11:05,Saiu da cerca,13m,44459,611594,185561
RIBAS,GBJ0J68,Patio Carregado INO,06/08/2025 22:04:37,06/08/2025 22:08:54,06/08/2025 23:11:05,Saiu da cerca,4m,44459,611594,185552
RIBAS,SMG6H57,Buffer frotas ,06/08/2025 21:43:46,06/08/2025 22:10:39,06/08/2025 23:10:45,Saiu da cerca,26m,44459,616812,170884
RIBAS,SYE7D12,Carregamento RRp,06/08/2025 21:39:54,06/08/2025 22:04:49,06/08/2025 23:04:56,Saiu da cerca,24m,39450,600095,169314
RIBAS,SMG9I17,Agua Clara,06/08/2025 21:55:38,06/08/2025 22:04:40,06/08/2025 23:04:46,Saiu da cerca,9m,44459,617788,171261
RIBAS,SYD5G33,Carregamento Fabrica RRP,06/08/2025 19:57:18,06/08/2025 22:02:16,06/08/2025 23:02:23,Saiu da cerca,2h 4m,39450,593023,170885
RIBAS,SYD5G17,Abastecimento Frotas RRP,06/08/2025 21:51:41,06/08/2025 22:01:55,06/08/2025 23:02:03,Saiu da cerca,10m,39450,593107,170896
RIBAS,SYD5G17,Pro LOG,06/08/2025 21:52:30,06/08/2025 22:01:55,06/08/2025 23:02:03,Saiu da cerca,9m,39450,593107,185128
RIBAS,SYD5G17,Buffer frotas ,06/08/2025 22:01:55,,06/08/2025 23:02:03,Entrou na cerca,,39450,593107,170884
RIBAS,SYD5F89,Terminal Inocencia,06/08/2025 21:26:37,06/08/2025 22:01:08,06/08/2025 23:01:12,Saiu da cerca,34m,39450,586853,185549
RIBAS,SYD5F89,Patio Carregado INO,06/08/2025 21:54:54,06/08/2025 22:01:08,06/08/2025 23:01:12,Saiu da cerca,6m,39450,586853,185552
RIBAS,QUA0J34,Carregamento Fabrica RRP,06/08/2025 19:55:24,06/08/2025 22:00:10,06/08/2025 23:00:32,Saiu da cerca,2h 4m,44459,610648,170885
RIBAS,QUA0J34,Enlonamento RRP,06/08/2025 21:42:46,06/08/2025 21:54:50,06/08/2025 23:00:32,Saiu da cerca,12m,44459,610648,184474
RIBAS,QUA0J34,Enlonamento RRP,06/08/2025 21:57:39,06/08/2025 22:00:10,06/08/2025 23:00:32,Saiu da cerca,2m,44459,610648,184474
RIBAS,SYD5G33,Carregamento RRp,06/08/2025 21:17:59,06/08/2025 22:00:11,06/08/2025 23:00:17,Saiu da cerca,42m,39450,593023,169314
RIBAS,SYD5G04,Oficina JSL,06/08/2025 21:58:08,06/08/2025 22:00:08,06/08/2025 23:00:17,Saiu da cerca,2m,39450,586846,181600
RIBAS,SYD5F89,Descarga INO,06/08/2025 21:35:54,06/08/2025 21:54:54,06/08/2025 22:59:26,Saiu da cerca,19m,39450,586853,169315
RIBAS,SYD5F89,Desc. INO,06/08/2025 21:39:56,06/08/2025 21:54:54,06/08/2025 22:59:26,Saiu da cerca,14m,39450,586853,185561
RIBAS,SYD5F89,Patio Carregado INO,06/08/2025 21:26:37,06/08/2025 21:35:54,06/08/2025 22:59:16,Saiu da cerca,9m,39450,586853,185552
RIBAS,SYL5J46,Patio Vazio INO,06/08/2025 21:40:45,06/08/2025 21:52:27,06/08/2025 22:59:16,Saiu da cerca,11m,39450,595218,185554
RIBAS,SYD5F89,Patio Vazio INO,06/08/2025 21:35:54,06/08/2025 21:37:56,06/08/2025 22:59:16,Saiu da cerca,2m,39450,586853,185554
RIBAS,SYD5G44,Posto Mutum,06/08/2025 21:55:50,06/08/2025 21:57:50,06/08/2025 22:59:11,Saiu da cerca,2m,39450,586866,174412
RIBAS,SMG5F48,Agua Clara,06/08/2025 21:41:54,06/08/2025 21:52:58,06/08/2025 22:58:45,Saiu da cerca,11m,44459,616897,171261
RIBAS,SYD5G35,Agua Clara,06/08/2025 19:34:46,06/08/2025 21:57:13,06/08/2025 22:57:19,Saiu da cerca,2h 22m,39450,595763,171261
FILIAL 16622,SYD5F94,Carregamento Fabrica,06/08/2025 21:22:57,06/08/2025 21:55:36,06/08/2025 22:55:38,Saiu da cerca,32m,16622,586850,185186
RIBAS,RWD4B32,Enlonamento RRP,06/08/2025 21:54:51,06/08/2025 21:55:27,06/08/2025 22:55:33,Saiu da cerca,0m,44459,620722,184474
RIBAS,RWD4B32,Carregamento RRp,06/08/2025 21:30:01,06/08/2025 21:54:51,06/08/2025 22:54:58,Saiu da cerca,24m,44459,620722,169314
FILIAL 16622,SYD5G39,PB Lopes,06/08/2025 20:55:26,06/08/2025 21:54:27,06/08/2025 22:54:32,Saiu da cerca,59m,16622,621364,181601
RIBAS,SYE7D14,Carregamento RRp,06/08/2025 21:49:58,06/08/2025 21:51:47,06/08/2025 22:51:55,Saiu da cerca,1m,39450,595766,169314
RIBAS,SYD5G67,Carregamento RRp,06/08/2025 21:44:33,06/08/2025 21:50:34,06/08/2025 22:50:45,Saiu da cerca,6m,39450,593649,169314
FILIAL 16622,SYD5F88,MONTANINI,06/08/2025 21:42:51,06/08/2025 21:44:51,06/08/2025 22:50:25,Saiu da cerca,2m,16622,582309,51131
RIBAS,SYD5G19,Carregamento RRp,06/08/2025 21:38:35,06/08/2025 21:48:56,06/08/2025 22:49:03,Saiu da cerca,10m,39450,595390,169314
FILIAL 16622,SYD5F88,TRAJETO FABRICA X PA,06/08/2025 20:52:27,06/08/2025 21:42:51,06/08/2025 22:48:23,Saiu da cerca,50m,16622,582309,69017
RIBAS,SYD5G35,PA AGUA CLARA,06/08/2025 19:34:46,06/08/2025 21:47:11,06/08/2025 22:47:17,Saiu da cerca,2h 12m,39450,595763,185766
RIBAS,SYD5F96,Descarga INO,06/08/2025 21:45:38,06/08/2025 21:47:02,06/08/2025 22:47:17,Saiu da cerca,1m,39450,593652,169315
RIBAS,SYD5F96,Patio Vazio INO,06/08/2025 21:45:38,06/08/2025 21:47:02,06/08/2025 22:47:17,Saiu da cerca,1m,39450,593652,185554
RIBAS,SYD5F96,Descarga Inocencia,06/08/2025 21:21:37,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,22m,39450,593652,171260
RIBAS,SYD5F96,Terminal Inocencia,06/08/2025 21:24:37,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,19m,39450,593652,185549
RIBAS,SYD5F96,Descarga INO,06/08/2025 21:32:28,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,11m,39450,593652,169315
RIBAS,SYD5F96,Desc. INO,06/08/2025 21:35:33,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,8m,39450,593652,185561
RIBAS,SYD5F96,Patio Vazio INO,06/08/2025 21:32:28,06/08/2025 21:35:33,06/08/2025 22:46:26,Saiu da cerca,3m,39450,593652,185554
RIBAS,SYD5F96,Patio Carregado INO,06/08/2025 21:24:37,06/08/2025 21:32:28,06/08/2025 22:46:06,Saiu da cerca,7m,39450,593652,185552
RIBAS,SYD5G17,Oficina JSL,06/08/2025 16:03:01,06/08/2025 21:45:37,06/08/2025 22:45:46,Saiu da cerca,5h 42m,39450,593107,181600
RIBAS,SMG9E17,Agua Clara,06/08/2025 21:21:13,06/08/2025 21:44:54,06/08/2025 22:45:01,Saiu da cerca,23m,44459,613210,171261
FILIAL 16622,SYD5G60,TRAJETO FABRICA X PA,06/08/2025 21:41:16,06/08/2025 21:42:37,06/08/2025 22:44:55,Saiu da cerca,1m,16622,584818,69017
RIBAS,SYE7D11,Agua Clara,06/08/2025 21:30:29,06/08/2025 21:44:04,06/08/2025 22:44:15,Saiu da cerca,13m,39450,600025,171261
RIBAS,SYD5G24,Agua Clara,06/08/2025 21:10:03,06/08/2025 21:44:04,06/08/2025 22:44:10,Saiu da cerca,34m,39450,593003,171261
RIBAS,SYD5G24,PA AGUA CLARA,06/08/2025 21:19:08,06/08/2025 21:44:04,06/08/2025 22:44:10,Saiu da cerca,24m,39450,593003,185766
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 1,06/08/2025 21:03:26,06/08/2025 21:41:20,06/08/2025 22:43:14,Saiu da cerca,37m,16622,589699,69019
FILIAL 16622,SYR4E33,MONTANINI,06/08/2025 21:32:53,06/08/2025 21:33:27,06/08/2025 22:42:59,Saiu da cerca,0m,16622,589699,51131
RIBAS,QUA0J34,Carregamento RRp,06/08/2025 20:58:59,06/08/2025 21:42:46,06/08/2025 22:42:54,Saiu da cerca,43m,44459,610648,169314
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 2,06/08/2025 20:14:17,06/08/2025 21:03:26,06/08/2025 22:42:34,Saiu da cerca,49m,16622,589699,69021
FILIAL 16622,TJM9E93,Carregamento Fabrica,06/08/2025 20:41:18,06/08/2025 20:46:13,06/08/2025 22:42:23,Saiu da cerca,4m,16622,621324,185186
RIBAS,SYD5F99,Descarga Inocencia,06/08/2025 21:17:16,06/08/2025 21:42:06,06/08/2025 22:42:13,Saiu da cerca,24m,39450,586848,171260
FILIAL 16622,TJM9E93,Carregamento Fabrica,06/08/2025 19:07:01,06/08/2025 20:36:23,06/08/2025 22:42:13,Saiu da cerca,1h 29m,16622,621324,185186
FILIAL 16622,SYR4E33,SELVIRIA,06/08/2025 20:38:54,06/08/2025 20:41:16,06/08/2025 22:42:03,Saiu da cerca,2m,16622,589699,51127
RIBAS,SMG6H57,Carregamento Fabrica RRP,06/08/2025 19:55:09,06/08/2025 21:41:43,06/08/2025 22:41:53,Saiu da cerca,1h 46m,44459,616812,170885
RIBAS,SMG6H57,Enlonamento RRP,06/08/2025 21:22:09,06/08/2025 21:41:43,06/08/2025 22:41:53,Saiu da cerca,19m,44459,616812,184474
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 3,06/08/2025 19:52:23,06/08/2025 20:14:17,06/08/2025 22:41:38,Saiu da cerca,21m,16622,589699,69023
FILIAL 16622,SYD5G60,Carregamento Fabrica,06/08/2025 20:50:13,06/08/2025 21:41:16,06/08/2025 22:41:23,Saiu da cerca,51m,16622,584818,185186
FILIAL 16622,SYR4E33,Descarga TAP,06/08/2025 19:09:54,06/08/2025 19:52:23,06/08/2025 22:41:12,Saiu da cerca,42m,16622,589699,186956
RIBAS,SYL5J46,Desc. INO,06/08/2025 21:25:05,06/08/2025 21:40:45,06/08/2025 22:40:57,Saiu da cerca,15m,39450,595218,185561
FILIAL 16622,TJM9E93,AREA EXTERNA SUZANO,06/08/2025 19:03:11,06/08/2025 19:07:01,06/08/2025 22:40:57,Saiu da cerca,3m,16622,621324,75698
RIBAS,SYE7D14,Carregamento RRp,06/08/2025 21:27:07,06/08/2025 21:40:16,06/08/2025 22:40:52,Saiu da cerca,13m,39450,595766,169314
FILIAL 16622,SYR4E33,FILA DESCARGA APT,06/08/2025 18:49:31,06/08/2025 19:09:14,06/08/2025 22:40:02,Saiu da cerca,19m,16622,589699,115514
FILIAL 16622,TJM9E93,TRAJETO FABRICA X PA,06/08/2025 17:21:00,06/08/2025 18:04:55,06/08/2025 22:39:56,Saiu da cerca,43m,16622,621324,69017
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 3,06/08/2025 18:49:03,06/08/2025 18:53:10,06/08/2025 22:39:51,Saiu da cerca,4m,16622,589699,69023
RIBAS,SYL5J46,Descarga INO,06/08/2025 21:25:05,06/08/2025 21:37:21,06/08/2025 22:39:36,Saiu da cerca,12m,39450,595218,169315
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 3,06/08/2025 18:25:11,06/08/2025 18:44:41,06/08/2025 22:39:31,Saiu da cerca,19m,16622,589699,69023
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 2,06/08/2025 17:31:25,06/08/2025 18:25:11,06/08/2025 22:39:05,Saiu da cerca,53m,16622,589699,69021
RIBAS,SYD5G48,Buffer frotas ,06/08/2025 18:54:44,06/08/2025 21:38:55,06/08/2025 22:39:01,Saiu da cerca,2h 44m,39450,584793,170884
FILIAL 16622,SYR4E33,SELVIRIA,06/08/2025 17:50:14,06/08/2025 17:54:56,06/08/2025 22:38:40,Saiu da cerca,4m,16622,589699,51127
RIBAS,SYD5F99,Terminal Inocencia,06/08/2025 21:17:16,06/08/2025 21:38:04,06/08/2025 22:38:15,Saiu da cerca,20m,39450,586848,185549
RIBAS,SYD5F99,Patio Carregado INO,06/08/2025 21:31:18,06/08/2025 21:38:04,06/08/2025 22:38:15,Saiu da cerca,6m,39450,586848,185552
RIBAS,SMG9C17,Agua Clara,06/08/2025 21:31:51,06/08/2025 21:37:54,06/08/2025 22:38:05,Saiu da cerca,6m,44459,613399,171261
RIBAS,SYE7D12,Carregamento RRp,06/08/2025 21:36:52,06/08/2025 21:37:53,06/08/2025 22:38:05,Saiu da cerca,1m,39450,600095,169314
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 1,06/08/2025 17:26:31,06/08/2025 17:31:25,06/08/2025 22:38:05,Saiu da cerca,4m,16622,589699,69019
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 1,06/08/2025 16:52:21,06/08/2025 17:24:59,06/08/2025 22:38:00,Saiu da cerca,32m,16622,589699,69019
RIBAS,SYD5G49,Agua Clara,06/08/2025 21:29:32,06/08/2025 21:37:36,06/08/2025 22:37:44,Saiu da cerca,8m,39450,612802,171261
FILIAL 16622,SYR4E37,TRAJETO FABRICA X PA,06/08/2025 20:56:01,06/08/2025 21:34:55,06/08/2025 22:37:34,Saiu da cerca,38m,16622,589829,69017
FILIAL 16622,SYR4E33,MONTANINI,06/08/2025 16:55:06,06/08/2025 16:55:41,06/08/2025 22:37:34,Saiu da cerca,0m,16622,589699,51131
RIBAS,SYL5J46,Patio Carregado INO,06/08/2025 21:11:14,06/08/2025 21:25:05,06/08/2025 22:37:24,Saiu da cerca,13m,39450,595218,185552
FILIAL 16622,SYR4E33,TRAJETO PA,06/08/2025 16:50:46,06/08/2025 16:52:21,06/08/2025 22:37:24,Saiu da cerca,1m,16622,589699,69013
FILIAL 16622,SYR4E33,PA Celulose,06/08/2025 16:30:13,06/08/2025 16:50:46,06/08/2025 22:37:19,Saiu da cerca,20m,16622,589699,94377
FILIAL 16622,SYR4E33,TRAJETO FABRICA X PA,06/08/2025 15:38:26,06/08/2025 16:29:45,06/08/2025 22:36:54,Saiu da cerca,51m,16622,589699,69017
RIBAS,SYD5G37,Agua Clara,06/08/2025 21:29:42,06/08/2025 21:36:45,06/08/2025 22:36:54,Saiu da cerca,7m,39450,593622,171261
FILIAL 16622,SYR4E33,TRAJETO PA,06/08/2025 16:29:45,06/08/2025 16:30:13,06/08/2025 22:36:54,Saiu da cerca,0m,16622,589699,69013
RIBAS,SYD5G65,Descarga Inocencia,06/08/2025 20:51:13,06/08/2025 21:30:11,06/08/2025 22:36:08,Saiu da cerca,38m,39450,595220,171260
RIBAS,SYD5G56,Abastecimento Frotas RRP,06/08/2025 21:26:24,06/08/2025 21:34:34,06/08/2025 22:34:43,Saiu da cerca,8m,39450,595769,170896
RIBAS,SYD5G56,Pro LOG,06/08/2025 21:26:24,06/08/2025 21:34:34,06/08/2025 22:34:43,Saiu da cerca,8m,39450,595769,185128
RIBAS,SYD5G19,Buffer frotas ,06/08/2025 20:28:36,06/08/2025 21:34:32,06/08/2025 22:34:42,Saiu da cerca,1h 5m,39450,595390,170884
RIBAS,SYE7D12,Carregamento RRp,06/08/2025 21:30:49,06/08/2025 21:32:49,06/08/2025 22:32:56,Saiu da cerca,2m,39450,600095,169314
RIBAS,SYD5G52,Pro LOG,06/08/2025 21:15:17,06/08/2025 21:31:44,06/08/2025 22:32:16,Saiu da cerca,16m,39450,586871,185128
RIBAS,SYL4A20,Agua Clara,06/08/2025 20:56:45,06/08/2025 21:32:06,06/08/2025 22:32:15,Saiu da cerca,35m,39450,595262,171261
RIBAS,SYD5G52,Abastecimento Frotas RRP,06/08/2025 21:15:17,06/08/2025 21:31:44,06/08/2025 22:32:15,Saiu da cerca,16m,39450,586871,170896
RIBAS,SYD5F99,Descarga INO,06/08/2025 21:18:39,06/08/2025 21:29:16,06/08/2025 22:32:05,Saiu da cerca,10m,39450,586848,169315
RIBAS,SYD5F99,Desc. INO,06/08/2025 21:20:04,06/08/2025 21:31:18,06/08/2025 22:32:05,Saiu da cerca,11m,39450,586848,185561
RIBAS,SYD5G61,Agua Clara,06/08/2025 14:41:41,06/08/2025 21:30:52,06/08/2025 22:30:59,Saiu da cerca,6h 49m,39450,595762,171261
RIBAS,SYD5F99,Patio Vazio INO,06/08/2025 21:18:39,06/08/2025 21:20:04,06/08/2025 22:30:14,Saiu da cerca,1m,39450,586848,185554
RIBAS,SYD5G01,Agua Clara,06/08/2025 20:47:34,06/08/2025 21:27:40,06/08/2025 22:27:47,Saiu da cerca,40m,39450,593678,171261
RIBAS,SYD5G65,Terminal Inocencia,06/08/2025 20:52:06,06/08/2025 21:27:39,06/08/2025 22:27:47,Saiu da cerca,35m,39450,595220,185549
RIBAS,SYD5G65,Patio Carregado INO,06/08/2025 21:18:19,06/08/2025 21:27:39,06/08/2025 22:27:47,Saiu da cerca,9m,39450,595220,185552
RIBAS,SYD5G31,Buffer frotas ,06/08/2025 21:12:19,06/08/2025 21:26:49,06/08/2025 22:26:56,Saiu da cerca,14m,39450,595348,170884
RIBAS,SYD5G18,Oficina JSL,06/08/2025 07:43:00,06/08/2025 21:20:09,06/08/2025 22:26:46,Saiu da cerca,13h 37m,39450,584817,181600
RIBAS,SYD5G01,PA AGUA CLARA,06/08/2025 20:56:40,06/08/2025 21:25:08,06/08/2025 22:25:15,Saiu da cerca,28m,39450,593678,185766
RIBAS,SYL4A20,PA AGUA CLARA,06/08/2025 20:56:45,06/08/2025 21:24:46,06/08/2025 22:24:54,Saiu da cerca,28m,39450,595262,185766
RIBAS,SYE7D12,Buffer frotas ,06/08/2025 21:22:15,06/08/2025 21:24:46,06/08/2025 22:24:54,Saiu da cerca,2m,39450,600095,170884
RIBAS,SYD5G52,Oficina JSL,06/08/2025 13:54:06,06/08/2025 21:15:17,06/08/2025 22:24:24,Saiu da cerca,7h 21m,39450,586871,181600
RIBAS,SYD5G50,Buffer frotas ,06/08/2025 21:11:24,06/08/2025 21:24:03,06/08/2025 22:24:14,Saiu da cerca,12m,39450,595409,170884
RIBAS,RWD4B32,Buffer frotas ,06/08/2025 18:18:40,06/08/2025 21:24:00,06/08/2025 22:24:09,Saiu da cerca,3h 5m,44459,620722,170884
RIBAS,SMG9D17,Agua Clara,06/08/2025 21:14:51,06/08/2025 21:23:54,06/08/2025 22:24:04,Saiu da cerca,9m,44459,613394,171261
RIBAS,SYD5G65,Desc. INO,06/08/2025 21:01:09,06/08/2025 21:18:19,06/08/2025 22:23:39,Saiu da cerca,17m,39450,595220,185561
RIBAS,SYD5G65,Descarga INO,06/08/2025 21:11:47,06/08/2025 21:18:19,06/08/2025 22:23:39,Saiu da cerca,6m,39450,595220,169315
RIBAS,SYE7D14,Buffer frotas ,06/08/2025 18:12:55,06/08/2025 21:23:09,06/08/2025 22:23:13,Saiu da cerca,3h 10m,39450,595766,170884
FILIAL 16622,SYD5F94,AREA EXTERNA SUZANO,06/08/2025 21:20:01,06/08/2025 21:22:57,06/08/2025 22:23:03,Saiu da cerca,2m,16622,586850,75698
RIBAS,SMG6H57,Carregamento RRp,06/08/2025 20:49:16,06/08/2025 21:22:09,06/08/2025 22:22:17,Saiu da cerca,32m,44459,616812,169314
RIBAS,SMG9B17,Agua Clara,06/08/2025 21:04:02,06/08/2025 21:22:07,06/08/2025 22:22:17,Saiu da cerca,18m,44459,613279,171261
RIBAS,SYD5G61,PA AGUA CLARA,06/08/2025 14:47:45,06/08/2025 21:20:48,06/08/2025 22:20:56,Saiu da cerca,6h 33m,39450,595762,185766
RIBAS,SYD5G56,Oficina JSL,05/08/2025 15:53:32,06/08/2025 21:20:37,06/08/2025 22:20:46,Saiu da cerca,1d 5h 27m,39450,595769,181600
RIBAS,QTQ0F44,Buffer frotas ,06/08/2025 20:05:22,06/08/2025 21:16:40,06/08/2025 22:20:36,Saiu da cerca,1h 11m,44459,610552,170884
RIBAS,SYD5F99,Patio Carregado INO,06/08/2025 21:17:16,06/08/2025 21:18:39,06/08/2025 22:19:35,Saiu da cerca,1m,39450,586848,185552
FILIAL 16622,SYD5F94,Trajeto Posto,06/08/2025 21:16:21,06/08/2025 21:18:42,06/08/2025 22:18:44,Saiu da cerca,2m,16622,586850,171823
RIBAS,SYE4C10,Abastecimento Frotas RRP,06/08/2025 20:57:27,06/08/2025 21:13:42,06/08/2025 22:18:04,Saiu da cerca,16m,39450,595765,170896
RIBAS,SYE4C10,Pro LOG,06/08/2025 21:00:23,06/08/2025 21:13:42,06/08/2025 22:18:04,Saiu da cerca,13m,39450,595765,185128
RIBAS,SYD5G16,Abastecimento Frotas RRP,06/08/2025 21:07:33,06/08/2025 21:17:40,06/08/2025 22:17:44,Saiu da cerca,10m,39450,595366,170896
