Filial,Placa_Veiculo,Descricao_POI,Grupo_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
FILIAL 16622,SYD5F94,Trajeto Posto,Não Mapeado,06/08/2025 21:16:21,06/08/2025 21:18:42,06/08/2025 22:18:44,Saiu da cerca,2m,16622,586850,171823
FILIAL 16622,SYD5F94,AREA EXTERNA SUZANO,Parada Operacional,06/08/2025 21:20:01,06/08/2025 21:22:57,06/08/2025 22:23:03,Saiu da cerca,2m,16622,586850,75698
FILIAL 16622,SYD5F94,Fábrica (Consolidado),Fábrica,06/08/2025 21:22:57,06/08/2025 22:28:22,06/08/2025 23:28:25,Saiu da cerca (Consolidado),1h 5m,16622,586850,185186
FILIAL 16622,SYD5F94,TRAJETO FABRICA X PA,Não Mapeado,06/08/2025 22:28:22,06/08/2025 23:17:33,07/08/2025 00:21:41,Saiu da cerca (Consolidado),49m,16622,586850,69017
FILIAL 16622,SYD5F94,TRAJETO PA,Não Mapeado,06/08/2025 23:17:33,06/08/2025 23:17:54,07/08/2025 00:21:46,Saiu da cerca,0m,16622,586850,69013
FILIAL 16622,SYD5F94,PA Celulose,Ponto Apoio,06/08/2025 23:17:54,06/08/2025 23:48:05,07/08/2025 00:48:10,Saiu da cerca,30m,16622,586850,94377
FILIAL 16622,SYD5F94,TRAJETO PA,Não Mapeado,06/08/2025 23:48:05,06/08/2025 23:49:59,07/08/2025 00:50:01,Saiu da cerca,1m,16622,586850,69013
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 1,Não Mapeado,06/08/2025 23:49:59,07/08/2025 00:23:46,07/08/2025 01:51:25,Saiu da cerca,33m,16622,586850,69019
FILIAL 16622,SYD5F94,MONTANINI,Parada Operacional,06/08/2025 23:52:13,06/08/2025 23:52:48,07/08/2025 00:52:53,Saiu da cerca,0m,16622,586850,51131
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 2,Não Mapeado,07/08/2025 00:29:00,07/08/2025 01:26:48,07/08/2025 02:36:11,Saiu da cerca,57m,16622,586850,69021
FILIAL 16622,SYD5F94,SELVIRIA,Parada Operacional,07/08/2025 00:50:26,07/08/2025 00:54:33,07/08/2025 01:54:37,Saiu da cerca,4m,16622,586850,51127
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 3,Não Mapeado,07/08/2025 01:26:48,07/08/2025 04:14:13,07/08/2025 05:18:46,Saiu da cerca (Consolidado),2h 47m,16622,586850,69023
FILIAL 16622,SYD5F94,Terminal (Consolidado),Terminal,07/08/2025 01:53:23,07/08/2025 03:52:15,07/08/2025 04:52:42,Saiu da cerca (Consolidado),1h 58m,16622,586850,115514
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 2,Não Mapeado,07/08/2025 04:14:13,07/08/2025 05:04:58,07/08/2025 06:26:16,Saiu da cerca,50m,16622,586850,69021
FILIAL 16622,SYD5F94,SELVIRIA,Parada Operacional,07/08/2025 04:39:28,07/08/2025 04:45:31,07/08/2025 06:04:50,Saiu da cerca,6m,16622,586850,51127
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 1,Não Mapeado,07/08/2025 05:04:58,07/08/2025 05:42:23,07/08/2025 06:42:28,Saiu da cerca,37m,16622,586850,69019
FILIAL 16622,SYD5F94,MONTANINI,Parada Operacional,07/08/2025 05:37:07,07/08/2025 05:37:42,07/08/2025 06:39:09,Saiu da cerca,0m,16622,586850,51131
FILIAL 16622,SYD5F94,TRAJETO PA,Não Mapeado,07/08/2025 05:42:23,07/08/2025 05:42:57,07/08/2025 06:43:04,Saiu da cerca,0m,16622,586850,69013
FILIAL 16622,SYD5F94,PA Celulose,Ponto Apoio,07/08/2025 05:42:57,07/08/2025 06:07:15,07/08/2025 07:07:22,Saiu da cerca,24m,16622,586850,94377
FILIAL 16622,SYD5F94,TRAJETO PA,Não Mapeado,07/08/2025 06:07:15,07/08/2025 06:08:05,07/08/2025 07:08:08,Saiu da cerca,0m,16622,586850,69013
RIBAS,SYD5F96,Agua Clara,Parada Operacional,06/08/2025 17:56:53,06/08/2025 19:04:47,06/08/2025 20:04:53,Saiu da cerca,1h 7m,39450,593652,171261
RIBAS,SYD5F96,PA AGUA CLARA,Ponto Apoio,06/08/2025 18:03:56,06/08/2025 18:56:45,06/08/2025 19:56:54,Saiu da cerca,52m,39450,593652,185766
RIBAS,SYD5F96,Descarga Inocencia,Não Mapeado,06/08/2025 21:21:37,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,22m,39450,593652,171260
RIBAS,SYD5F96,Terminal (Consolidado),Terminal,06/08/2025 21:24:37,06/08/2025 22:49:20,06/08/2025 23:52:26,Saiu da cerca (Consolidado),1h 24m,39450,593652,185549
RIBAS,SYD5F96,Patio Carregado INO,Parada Operacional,06/08/2025 21:24:37,06/08/2025 21:32:28,06/08/2025 22:46:06,Saiu da cerca,7m,39450,593652,185552
RIBAS,SYD5F96,Descarga INO,Não Mapeado,06/08/2025 21:32:28,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,11m,39450,593652,169315
RIBAS,SYD5F96,Patio Vazio INO,Parada Operacional,06/08/2025 21:32:28,06/08/2025 21:35:33,06/08/2025 22:46:26,Saiu da cerca,3m,39450,593652,185554
RIBAS,SYD5F96,Desc. INO,Descarga,06/08/2025 21:35:33,06/08/2025 21:43:37,06/08/2025 22:46:42,Saiu da cerca,8m,39450,593652,185561
RIBAS,SYD5F96,Descarga INO,Não Mapeado,06/08/2025 21:45:38,06/08/2025 21:47:02,06/08/2025 22:47:17,Saiu da cerca,1m,39450,593652,169315
RIBAS,SYD5F96,Patio Vazio INO,Parada Operacional,06/08/2025 21:45:38,06/08/2025 21:47:02,06/08/2025 22:47:17,Saiu da cerca,1m,39450,593652,185554
RIBAS,SYD5F96,Descarga Inocencia,Não Mapeado,06/08/2025 21:45:38,06/08/2025 22:53:20,06/08/2025 23:53:32,Saiu da cerca,1h 7m,39450,593652,171260
RIBAS,SYD5F96,Patio Carregado INO,Parada Operacional,06/08/2025 21:47:02,06/08/2025 22:49:20,06/08/2025 23:52:26,Saiu da cerca,1h 2m,39450,593652,185552
RIBAS,SYD5F96,Agua Clara,Parada Operacional,07/08/2025 00:39:18,07/08/2025 02:28:34,07/08/2025 03:28:44,Saiu da cerca,1h 49m,39450,593652,171261
RIBAS,SYD5F96,PA AGUA CLARA,Ponto Apoio,07/08/2025 00:49:22,07/08/2025 02:28:34,07/08/2025 03:28:44,Saiu da cerca,1h 39m,39450,593652,185766
RIBAS,SYD5F96,Abastecimento Frotas RRP,Parada Operacional,07/08/2025 03:43:18,07/08/2025 03:54:25,07/08/2025 04:54:33,Saiu da cerca,11m,39450,593652,170896
RIBAS,SYD5F96,Pro LOG,Não Mapeado,07/08/2025 03:43:18,07/08/2025 03:54:25,07/08/2025 04:54:34,Saiu da cerca,11m,39450,593652,185128
RIBAS,SYD5F96,Enlonamento RRP,Parada Operacional,07/08/2025 05:41:52,07/08/2025 05:53:28,07/08/2025 06:53:36,Saiu da cerca (Consolidado),11m,39450,593652,184474
RIBAS,SYD5F96,Carregamento (Consolidado),Carregamento,07/08/2025 05:53:28,07/08/2025 06:08:01,07/08/2025 07:08:13,Saiu da cerca (Consolidado),14m,39450,593652,169314
RIBAS,SYD5F99,Agua Clara,Parada Operacional,06/08/2025 18:36:03,06/08/2025 18:57:27,06/08/2025 19:57:35,Saiu da cerca,21m,39450,586848,171261
RIBAS,SYD5F99,Terminal Inocencia,Terminal,06/08/2025 21:17:16,06/08/2025 21:38:04,06/08/2025 22:38:15,Saiu da cerca,20m,39450,586848,185549
RIBAS,SYD5F99,Patio Carregado INO,Parada Operacional,06/08/2025 21:17:16,06/08/2025 21:18:39,06/08/2025 22:19:35,Saiu da cerca,1m,39450,586848,185552
RIBAS,SYD5F99,Descarga Inocencia,Não Mapeado,06/08/2025 21:17:16,06/08/2025 21:42:06,06/08/2025 22:42:13,Saiu da cerca,24m,39450,586848,171260
RIBAS,SYD5F99,Descarga INO,Não Mapeado,06/08/2025 21:18:39,06/08/2025 21:29:16,06/08/2025 22:32:05,Saiu da cerca,10m,39450,586848,169315
RIBAS,SYD5F99,Patio Vazio INO,Parada Operacional,06/08/2025 21:18:39,06/08/2025 21:20:04,06/08/2025 22:30:14,Saiu da cerca,1m,39450,586848,185554
RIBAS,SYD5F99,Desc. INO,Descarga,06/08/2025 21:20:04,06/08/2025 21:31:18,06/08/2025 22:32:05,Saiu da cerca,11m,39450,586848,185561
RIBAS,SYD5F99,Patio Carregado INO,Parada Operacional,06/08/2025 21:31:18,06/08/2025 21:38:04,06/08/2025 22:38:15,Saiu da cerca,6m,39450,586848,185552
RIBAS,SYD5F99,Agua Clara,Parada Operacional,06/08/2025 23:36:28,07/08/2025 01:20:31,07/08/2025 02:20:47,Saiu da cerca,1h 44m,39450,586848,171261
RIBAS,SYD5F99,PA AGUA CLARA,Ponto Apoio,06/08/2025 23:44:31,07/08/2025 01:20:31,07/08/2025 02:20:47,Saiu da cerca (Consolidado),1h 36m,39450,586848,185766
RIBAS,SYD5F99,Abastecimento Frotas RRP,Parada Operacional,07/08/2025 02:30:42,07/08/2025 02:42:48,07/08/2025 03:42:59,Saiu da cerca,12m,39450,586848,170896
RIBAS,SYD5F99,Pro LOG,Não Mapeado,07/08/2025 02:30:42,07/08/2025 02:42:48,07/08/2025 03:42:59,Saiu da cerca (Consolidado),12m,39450,586848,185128
RIBAS,SYD5F99,Carregamento Fabrica RRP,Fábrica,07/08/2025 04:49:39,07/08/2025 05:43:50,07/08/2025 06:43:55,Saiu da cerca,54m,39450,586848,170885
RIBAS,SYD5F99,Carregamento (Consolidado),Carregamento,07/08/2025 04:50:04,07/08/2025 05:37:48,07/08/2025 06:37:53,Saiu da cerca (Consolidado),47m,39450,586848,169314
RIBAS,SYD5F99,Buffer frotas ,Parada Operacional,07/08/2025 05:53:32,07/08/2025 06:00:37,07/08/2025 07:00:44,Saiu da cerca,7m,39450,586848,170884
RIBAS,SYD5G01,Descarga Inocencia,Não Mapeado,06/08/2025 16:15:35,06/08/2025 18:57:02,06/08/2025 19:57:09,Saiu da cerca,2h 41m,39450,593678,171260
RIBAS,SYD5G01,Terminal Inocencia,Terminal,06/08/2025 16:20:31,06/08/2025 18:55:01,06/08/2025 19:55:12,Saiu da cerca,2h 34m,39450,593678,185549
RIBAS,SYD5G01,Descarga INO,Não Mapeado,06/08/2025 16:57:57,06/08/2025 18:36:54,06/08/2025 19:48:31,Saiu da cerca,1h 38m,39450,593678,169315
RIBAS,SYD5G01,Patio Vazio INO,Parada Operacional,06/08/2025 16:57:57,06/08/2025 17:32:18,06/08/2025 19:46:49,Saiu da cerca,34m,39450,593678,185554
RIBAS,SYD5G01,Desc. INO,Descarga,06/08/2025 17:32:18,06/08/2025 18:49:30,06/08/2025 19:51:34,Saiu da cerca,1h 17m,39450,593678,185561
RIBAS,SYD5G01,Descarga INO,Não Mapeado,06/08/2025 18:41:27,06/08/2025 18:49:30,06/08/2025 19:51:34,Saiu da cerca,8m,39450,593678,169315
RIBAS,SYD5G01,Patio Carregado INO,Parada Operacional,06/08/2025 18:49:30,06/08/2025 18:55:01,06/08/2025 19:55:12,Saiu da cerca,5m,39450,593678,185552
RIBAS,SYD5G01,Agua Clara,Parada Operacional,06/08/2025 20:47:34,06/08/2025 21:27:40,06/08/2025 22:27:47,Saiu da cerca,40m,39450,593678,171261
RIBAS,SYD5G01,PA AGUA CLARA,Ponto Apoio,06/08/2025 20:56:40,06/08/2025 21:25:08,06/08/2025 22:25:15,Saiu da cerca,28m,39450,593678,185766
RIBAS,SYD5G01,Posto Mutum,Parada Operacional,06/08/2025 21:55:51,06/08/2025 22:15:06,06/08/2025 23:21:13,Saiu da cerca,19m,39450,593678,174412
RIBAS,SYD5G01,Oficina JSL,Manutenção,06/08/2025 22:44:24,06/08/2025 23:39:59,07/08/2025 00:40:04,Saiu da cerca (Consolidado),55m,39450,593678,181600
RIBAS,SYD5G01,Abastecimento Frotas RRP,Parada Operacional,06/08/2025 23:47:53,07/08/2025 00:29:57,07/08/2025 01:30:05,Saiu da cerca,42m,39450,593678,170896
RIBAS,SYD5G01,Pro LOG,Não Mapeado,06/08/2025 23:47:53,07/08/2025 00:29:57,07/08/2025 01:30:05,Saiu da cerca,42m,39450,593678,185128
RIBAS,SYD5G01,Carregamento Fabrica RRP,Fábrica,07/08/2025 02:03:02,07/08/2025 03:13:55,07/08/2025 04:14:06,Saiu da cerca,1h 10m,39450,593678,170885
RIBAS,SYD5G01,Carregamento (Consolidado),Carregamento,07/08/2025 02:09:19,07/08/2025 02:49:23,07/08/2025 03:49:28,Saiu da cerca (Consolidado),40m,39450,593678,169314
RIBAS,SYD5G01,Enlonamento RRP,Parada Operacional,07/08/2025 02:50:50,07/08/2025 03:13:55,07/08/2025 04:14:06,Saiu da cerca,23m,39450,593678,184474
RIBAS,SYD5G01,Buffer frotas ,Parada Operacional,07/08/2025 03:15:56,07/08/2025 03:33:38,07/08/2025 04:33:44,Saiu da cerca,17m,39450,593678,170884
RIBAS,SYD5G02,Agua Clara,Parada Operacional,06/08/2025 16:54:32,06/08/2025 18:40:07,06/08/2025 19:40:16,Saiu da cerca,1h 45m,39450,595190,171261
RIBAS,SYD5G02,PA AGUA CLARA,Ponto Apoio,06/08/2025 17:09:54,06/08/2025 18:40:07,06/08/2025 19:40:16,Saiu da cerca,1h 30m,39450,595190,185766
RIBAS,SYD5G02,Posto Mutum,Parada Operacional,06/08/2025 19:07:19,06/08/2025 19:37:34,06/08/2025 20:43:24,Saiu da cerca,30m,39450,595190,174412
RIBAS,SYD5G02,Oficina JSL,Manutenção,06/08/2025 20:04:46,06/08/2025 20:06:47,06/08/2025 21:06:54,Saiu da cerca (Consolidado),2m,39450,595190,181600
RIBAS,SYD5G03,Buffer frotas ,Parada Operacional,06/08/2025 15:50:39,06/08/2025 19:58:30,06/08/2025 20:58:36,Saiu da cerca,4h 7m,39450,582330,170884
RIBAS,SYD5G03,Oficina JSL,Manutenção,06/08/2025 20:06:34,,06/08/2025 21:06:44,Entrou na cerca,,39450,582330,181600
RIBAS,SYD5G04,Agua Clara,Parada Operacional,06/08/2025 20:35:36,06/08/2025 20:49:42,06/08/2025 21:49:51,Saiu da cerca,14m,39450,586846,171261
RIBAS,SYD5G04,Oficina JSL,Manutenção,06/08/2025 21:58:08,07/08/2025 01:54:57,07/08/2025 02:55:07,Saiu da cerca (Consolidado),3h 56m,39450,586846,181600
RIBAS,SYD5G04,Abastecimento Frotas RRP,Parada Operacional,07/08/2025 02:00:59,07/08/2025 02:14:55,07/08/2025 03:15:02,Saiu da cerca,13m,39450,586846,170896
RIBAS,SYD5G04,Pro LOG,Não Mapeado,07/08/2025 02:02:33,07/08/2025 02:14:55,07/08/2025 03:15:02,Saiu da cerca,12m,39450,586846,185128
RIBAS,SYD5G04,Carregamento Fabrica RRP,Fábrica,07/08/2025 04:47:46,07/08/2025 06:08:04,07/08/2025 07:08:13,Saiu da cerca,1h 20m,39450,586846,170885
RIBAS,SYD5G04,Carregamento (Consolidado),Carregamento,07/08/2025 04:58:07,07/08/2025 05:44:24,07/08/2025 06:45:11,Saiu da cerca (Consolidado),46m,39450,586846,169314
RIBAS,SYD5G04,Enlonamento RRP,Parada Operacional,07/08/2025 05:44:24,07/08/2025 06:05:53,07/08/2025 07:06:26,Saiu da cerca,21m,39450,586846,184474
RIBAS,SYD5G04,Buffer frotas ,Parada Operacional,07/08/2025 06:08:04,07/08/2025 06:12:05,07/08/2025 07:12:17,Saiu da cerca,4m,39450,586846,170884
RIBAS,SYD5G05,Carregamento Fabrica RRP,Fábrica,06/08/2025 22:32:57,07/08/2025 01:57:50,07/08/2025 02:57:59,Saiu da cerca,3h 24m,39450,584796,170885
RIBAS,SYD5G05,Enlonamento RRP,Parada Operacional,06/08/2025 22:32:57,07/08/2025 01:55:19,07/08/2025 02:55:53,Saiu da cerca (Consolidado),3h 22m,39450,584796,184474
RIBAS,SYD5G05,Carregamento (Consolidado),Carregamento,06/08/2025 23:58:17,07/08/2025 01:12:32,07/08/2025 02:12:39,Saiu da cerca (Consolidado),1h 14m,39450,584796,169314
RIBAS,SYD5G05,Buffer frotas ,Parada Operacional,07/08/2025 01:59:13,07/08/2025 03:22:44,07/08/2025 04:22:56,Saiu da cerca,1h 23m,39450,584796,170884
RIBAS,SYD5G15,Descarga Inocencia,Não Mapeado,06/08/2025 14:45:57,06/08/2025 19:02:03,06/08/2025 20:02:51,Saiu da cerca,4h 16m,39450,595365,171260
RIBAS,SYD5G15,Terminal Inocencia,Terminal,06/08/2025 14:49:49,06/08/2025 18:57:58,06/08/2025 20:02:46,Saiu da cerca,4h 8m,39450,595365,185549
RIBAS,SYD5G15,Patio Carregado INO,Parada Operacional,06/08/2025 16:41:52,06/08/2025 18:57:58,06/08/2025 20:02:46,Saiu da cerca,2h 16m,39450,595365,185552
RIBAS,SYD5G15,Agua Clara,Parada Operacional,06/08/2025 20:51:45,06/08/2025 21:11:11,06/08/2025 22:11:18,Saiu da cerca,19m,39450,595365,171261
RIBAS,SYD5G15,Oficina JSL,Manutenção,06/08/2025 22:25:29,,06/08/2025 23:25:37,Entrou na cerca,,39450,595365,181600
RIBAS,SYD5G16,Agua Clara,Parada Operacional,06/08/2025 19:49:52,06/08/2025 19:57:54,06/08/2025 20:58:06,Saiu da cerca,8m,39450,595366,171261
RIBAS,SYD5G16,Posto Mutum,Parada Operacional,06/08/2025 20:22:05,06/08/2025 20:31:08,06/08/2025 21:36:50,Saiu da cerca,9m,39450,595366,174412
RIBAS,SYD5G16,Abastecimento Frotas RRP,Parada Operacional,06/08/2025 21:07:33,06/08/2025 21:17:40,06/08/2025 22:17:44,Saiu da cerca,10m,39450,595366,170896
RIBAS,SYD5G16,Pro LOG,Não Mapeado,06/08/2025 21:08:04,06/08/2025 21:17:40,06/08/2025 22:17:44,Saiu da cerca,9m,39450,595366,185128
RIBAS,SYD5G16,Fábrica (Consolidado),Fábrica,06/08/2025 23:19:15,07/08/2025 02:02:44,07/08/2025 03:02:53,Saiu da cerca (Consolidado),2h 43m,39450,595366,170885
RIBAS,SYD5G16,Enlonamento RRP,Parada Operacional,06/08/2025 23:19:15,07/08/2025 02:02:44,07/08/2025 03:02:53,Saiu da cerca (Consolidado),2h 43m,39450,595366,184474
RIBAS,SYD5G16,Carregamento (Consolidado),Carregamento,06/08/2025 23:47:28,07/08/2025 01:28:18,07/08/2025 02:28:43,Saiu da cerca (Consolidado),1h 40m,39450,595366,169314
RIBAS,SYD5G16,Agua Clara,Parada Operacional,07/08/2025 03:37:02,07/08/2025 03:44:50,07/08/2025 04:44:57,Saiu da cerca,7m,39450,595366,171261
RIBAS,SYD5G16,Descarga Inocencia,Não Mapeado,07/08/2025 05:56:37,,07/08/2025 07:02:47,Entrou na cerca,,39450,595366,171260
RIBAS,SYD5G17,Oficina JSL,Manutenção,06/08/2025 16:03:01,06/08/2025 21:45:37,06/08/2025 22:45:46,Saiu da cerca,5h 42m,39450,593107,181600
RIBAS,SYD5G17,Abastecimento Frotas RRP,Parada Operacional,06/08/2025 21:51:41,06/08/2025 22:01:55,06/08/2025 23:02:03,Saiu da cerca,10m,39450,593107,170896
RIBAS,SYD5G17,Pro LOG,Não Mapeado,06/08/2025 21:52:30,06/08/2025 22:01:55,06/08/2025 23:02:03,Saiu da cerca,9m,39450,593107,185128
RIBAS,SYD5G17,Buffer frotas ,Parada Operacional,06/08/2025 22:01:55,07/08/2025 04:37:26,07/08/2025 05:37:31,Saiu da cerca,6h 35m,39450,593107,170884
RIBAS,SYD5G17,Carregamento Fabrica RRP,Fábrica,07/08/2025 04:41:27,07/08/2025 05:48:19,07/08/2025 06:48:30,Saiu da cerca,1h 6m,39450,593107,170885
RIBAS,SYD5G17,Carregamento RRp,Carregamento,07/08/2025 04:43:29,07/08/2025 05:09:04,07/08/2025 06:09:09,Saiu da cerca,25m,39450,593107,169314
RIBAS,SYD5G17,Enlonamento RRP,Parada Operacional,07/08/2025 05:09:04,07/08/2025 05:48:19,07/08/2025 06:48:30,Saiu da cerca,39m,39450,593107,184474
RIBAS,SYD5G17,Buffer frotas ,Parada Operacional,07/08/2025 05:48:19,,07/08/2025 06:48:30,Entrou na cerca,,39450,593107,170884
RIBAS,SYD5G18,Oficina JSL,Manutenção,06/08/2025 07:43:00,06/08/2025 21:20:09,06/08/2025 22:26:46,Saiu da cerca,13h 37m,39450,584817,181600
RIBAS,SYD5G18,Descarga Inocencia,Não Mapeado,07/08/2025 03:02:20,07/08/2025 04:53:05,07/08/2025 05:59:40,Saiu da cerca,1h 50m,39450,584817,171260
RIBAS,SYD5G19,Abastecimento Frotas RRP,Parada Operacional,06/08/2025 18:50:19,06/08/2025 19:00:02,06/08/2025 20:00:08,Saiu da cerca,9m,39450,595390,170896
RIBAS,SYD5G19,Pro LOG,Não Mapeado,06/08/2025 18:50:19,06/08/2025 19:00:02,06/08/2025 20:00:08,Saiu da cerca,9m,39450,595390,185128
RIBAS,SYD5G19,Buffer frotas ,Parada Operacional,06/08/2025 19:00:02,06/08/2025 21:34:32,06/08/2025 22:34:42,Saiu da cerca (Consolidado),2h 34m,39450,595390,170884
RIBAS,SYD5G19,Carregamento Fabrica RRP,Fábrica,06/08/2025 21:36:34,06/08/2025 23:25:27,07/08/2025 00:25:38,Saiu da cerca,1h 48m,39450,595390,170885
RIBAS,SYD5G19,Carregamento (Consolidado),Carregamento,06/08/2025 21:38:35,06/08/2025 22:49:32,06/08/2025 23:49:39,Saiu da cerca (Consolidado),1h 10m,39450,595390,169314
RIBAS,SYD5G19,Enlonamento RRP,Parada Operacional,06/08/2025 22:49:32,06/08/2025 23:23:12,07/08/2025 00:23:22,Saiu da cerca,33m,39450,595390,184474
RIBAS,SYD5G19,Buffer frotas ,Parada Operacional,06/08/2025 23:25:27,06/08/2025 23:50:37,07/08/2025 00:50:47,Saiu da cerca,25m,39450,595390,170884
RIBAS,SYD5G20,Terminal Inocencia,Terminal,06/08/2025 19:59:54,06/08/2025 20:41:22,06/08/2025 21:41:34,Saiu da cerca,41m,39450,595768,185549
RIBAS,SYD5G20,Patio Carregado INO,Parada Operacional,06/08/2025 19:59:54,06/08/2025 20:10:13,06/08/2025 21:33:22,Saiu da cerca,10m,39450,595768,185552
RIBAS,SYD5G20,Descarga Inocencia,Não Mapeado,06/08/2025 19:59:54,06/08/2025 20:43:23,06/08/2025 21:44:41,Saiu da cerca,43m,39450,595768,171260
RIBAS,SYD5G20,Desc. INO,Descarga,06/08/2025 20:10:13,06/08/2025 20:33:33,06/08/2025 21:35:14,Saiu da cerca,23m,39450,595768,185561
RIBAS,SYD5G20,Descarga INO,Não Mapeado,06/08/2025 20:10:13,06/08/2025 20:33:33,06/08/2025 21:35:14,Saiu da cerca,23m,39450,595768,169315
RIBAS,SYD5G20,Patio Vazio INO,Parada Operacional,06/08/2025 20:33:33,06/08/2025 20:35:35,06/08/2025 21:35:44,Saiu da cerca,2m,39450,595768,185554
RIBAS,SYD5G20,Patio Carregado INO,Parada Operacional,06/08/2025 20:35:35,06/08/2025 20:41:22,06/08/2025 21:41:34,Saiu da cerca,5m,39450,595768,185552
RIBAS,SYD5G20,Agua Clara,Parada Operacional,06/08/2025 22:31:29,07/08/2025 00:12:20,07/08/2025 01:12:28,Saiu da cerca,1h 40m,39450,595768,171261
RIBAS,SYD5G20,PA AGUA CLARA,Ponto Apoio,06/08/2025 22:39:33,07/08/2025 00:12:20,07/08/2025 01:12:28,Saiu da cerca,1h 32m,39450,595768,185766
RIBAS,SYD5G20,Abastecimento Frotas RRP,Parada Operacional,07/08/2025 01:44:18,07/08/2025 01:53:22,07/08/2025 02:53:31,Saiu da cerca,9m,39450,595768,170896
RIBAS,SYD5G20,Pro LOG,Não Mapeado,07/08/2025 01:44:18,07/08/2025 01:53:22,07/08/2025 02:53:31,Saiu da cerca,9m,39450,595768,185128
RIBAS,SYD5G20,Buffer frotas ,Parada Operacional,07/08/2025 01:55:22,07/08/2025 04:55:38,07/08/2025 05:55:47,Saiu da cerca,3h 0m,39450,595768,170884
RIBAS,SYD5G20,Fábrica (Consolidado),Fábrica,07/08/2025 04:57:38,07/08/2025 06:20:37,07/08/2025 07:20:43,Saiu da cerca (Consolidado),1h 22m,39450,595768,170885
RIBAS,SYD5G20,Carregamento (Consolidado),Carregamento,07/08/2025 05:01:39,07/08/2025 05:47:38,07/08/2025 06:47:44,Saiu da cerca (Consolidado),45m,39450,595768,169314
RIBAS,SYD5G21,Terminal Inocencia,Terminal,06/08/2025 18:54:31,06/08/2025 19:49:51,06/08/2025 20:52:16,Saiu da cerca,55m,39450,595259,185549
RIBAS,SYD5G21,Patio Carregado INO,Parada Operacional,06/08/2025 18:54:31,06/08/2025 19:04:12,06/08/2025 20:10:04,Saiu da cerca,9m,39450,595259,185552
RIBAS,SYD5G21,Descarga Inocencia,Não Mapeado,06/08/2025 18:54:31,06/08/2025 19:51:51,06/08/2025 20:52:16,Saiu da cerca,57m,39450,595259,171260
RIBAS,SYD5G21,Descarga INO,Não Mapeado,06/08/2025 19:04:12,06/08/2025 19:26:31,06/08/2025 20:38:50,Saiu da cerca,22m,39450,595259,169315
RIBAS,SYD5G21,Patio Vazio INO,Parada Operacional,06/08/2025 19:04:12,06/08/2025 19:16:47,06/08/2025 20:37:14,Saiu da cerca,12m,39450,595259,185554
RIBAS,SYD5G21,Desc. INO,Descarga,06/08/2025 19:16:47,06/08/2025 19:38:28,06/08/2025 20:44:35,Saiu da cerca,21m,39450,595259,185561
RIBAS,SYD5G21,Descarga INO,Não Mapeado,06/08/2025 19:28:04,06/08/2025 19:32:11,06/08/2025 20:39:31,Saiu da cerca,4m,39450,595259,169315
RIBAS,SYD5G21,Patio Carregado INO,Parada Operacional,06/08/2025 19:38:28,06/08/2025 19:49:51,06/08/2025 20:52:16,Saiu da cerca,11m,39450,595259,185552
RIBAS,SYD5G21,Agua Clara,Parada Operacional,06/08/2025 22:13:00,06/08/2025 23:18:44,07/08/2025 00:18:49,Saiu da cerca,1h 5m,39450,595259,171261
RIBAS,SYD5G21,PA AGUA CLARA,Ponto Apoio,06/08/2025 22:23:09,06/08/2025 23:16:42,07/08/2025 00:16:47,Saiu da cerca,53m,39450,595259,185766
RIBAS,SYD5G21,Abastecimento Frotas RRP,Parada Operacional,07/08/2025 00:36:17,07/08/2025 00:50:42,07/08/2025 01:50:50,Saiu da cerca,14m,39450,595259,170896
RIBAS,SYD5G21,Pro LOG,Não Mapeado,07/08/2025 00:42:31,07/08/2025 00:48:11,07/08/2025 01:48:48,Saiu da cerca,5m,39450,595259,185128
RIBAS,SYD5G22,Buffer frotas ,Parada Operacional,06/08/2025 16:29:47,07/08/2025 04:13:45,07/08/2025 05:19:11,Saiu da cerca,11h 43m,39450,586870,170884
RIBAS,SYD5G22,Carregamento Fabrica RRP,Fábrica,07/08/2025 04:15:46,07/08/2025 05:11:38,07/08/2025 06:12:12,Saiu da cerca,55m,39450,586870,170885
RIBAS,SYD5G22,Carregamento RRp,Carregamento,07/08/2025 04:18:24,07/08/2025 04:42:21,07/08/2025 05:42:30,Saiu da cerca,23m,39450,586870,169314
RIBAS,SYD5G22,Enlonamento RRP,Parada Operacional,07/08/2025 04:43:21,07/08/2025 04:44:03,07/08/2025 05:44:27,Saiu da cerca,0m,39450,586870,184474
RIBAS,SYD5G22,Buffer frotas ,Parada Operacional,07/08/2025 05:11:38,07/08/2025 05:28:17,07/08/2025 06:28:33,Saiu da cerca,16m,39450,586870,170884
