Customer_ID;Filial;Placa_Veiculo;Descricao_POI;Grupo_POI;Data_Entrada;Data_Saida;Status;Duracao
40456;ID 40456;AZS5J07;TRAJETO PA X APARECIDA 2;Não Mapeado;07/08/2025 08:18;07/08/2025 09:22;Saiu da cerca;1.07
40456;ID 40456;AZS5J07;TRAJETO PA X APARECIDA 3;Não Mapeado;07/08/2025 09:22;07/08/2025 11:43;Saiu da cerca;2.34
40456;ID 40456;AZS5J07;Terminal;Terminal;07/08/2025 09:56;07/08/2025 11:18;Saiu da cerca;1.36
40456;ID 40456;AZS5J07;TRAJETO PA X APARECIDA 2;Não Mapeado;07/08/2025 11:43;07/08/2025 12:37;Saiu da cerca;0.91
40456;ID 40456;AZS5J07;TRAJETO PA X APARECIDA 1;Não Mapeado;07/08/2025 12:37;;Entrou na cerca;0.0
40226;ID 40226;BDL9H07;SALA DE ESTIMULACAO BATAGUASSU;Não Mapeado;07/08/2025 09:38;07/08/2025 09:53;Saiu da cerca;0.25
40226;ID 40226;BDL9H07;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 11:17;07/08/2025 11:18;Saiu da cerca;0.02
40226;ID 40226;BDL9H07;TROCA DE TURNO-PATIO EXTERNO;Não Mapeado;07/08/2025 12:00;07/08/2025 12:06;Saiu da cerca;0.1
40226;ID 40226;BDL9H07;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 12:13;07/08/2025 12:16;Saiu da cerca;0.04
40226;ID 40226;BDL9H07;Balanca de Entrada - MS;Não Mapeado;07/08/2025 12:16;07/08/2025 12:23;Saiu da cerca;0.11
40226;ID 40226;BDL9H07;FABRICA;Não Mapeado;07/08/2025 12:23;07/08/2025 12:53;Saiu da cerca;0.51
40226;ID 40226;BDL9H07;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 12:23;07/08/2025 12:53;Saiu da cerca;0.51
40226;ID 40226;BDL9H07;Balanca de Saida - MS;Não Mapeado;07/08/2025 12:53;07/08/2025 12:56;Saiu da cerca;0.05
40226;ID 40226;BDL9H07;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 12:57;;Entrou na cerca;0.0
24469;ID 24469;BXR5C46;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 08:17;07/08/2025 08:53;Saiu da cerca;0.59
24469;ID 24469;BXR5C46;ACESSO FABRICA;Não Mapeado;07/08/2025 09:05;07/08/2025 09:11;Saiu da cerca;0.11
24469;ID 24469;BXR5C46;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 09:05;07/08/2025 09:11;Saiu da cerca;0.11
24469;ID 24469;BXR5C46;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 09:15;07/08/2025 09:27;Saiu da cerca;0.2
24469;ID 24469;BXR5C46;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 09:36;07/08/2025 10:33;Saiu da cerca;0.94
24469;ID 24469;BXR5C46;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 10:27;07/08/2025 10:31;Saiu da cerca;0.05
24469;ID 24469;BXR5C46;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 10:31;07/08/2025 10:33;Saiu da cerca;0.03
24469;ID 24469;BXR5C46;Balanca de Saida - MS;Não Mapeado;07/08/2025 10:33;07/08/2025 10:37;Saiu da cerca;0.07
24469;ID 24469;BXR5C46;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 10:39;07/08/2025 10:58;Saiu da cerca;0.33
24469;ID 24469;BXR5C46;ACESSO FABRICA;Não Mapeado;07/08/2025 11:00;07/08/2025 11:08;Saiu da cerca;0.13
24469;ID 24469;BXR5C46;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 11:00;07/08/2025 11:08;Saiu da cerca;0.13
24469;ID 24469;BXR5C46;MONITORAMENTO-BRITA ROTATORIA;Não Mapeado;07/08/2025 11:08;07/08/2025 11:10;Saiu da cerca;0.03
24469;ID 24469;BXR5C46;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 11:25;07/08/2025 11:26;Saiu da cerca;0.01
24469;ID 24469;BXR5C46;SALA DE ESTIMULACAO-BRASILANDIA RIO VERD;Não Mapeado;07/08/2025 11:32;07/08/2025 11:34;Saiu da cerca;0.03
24469;ID 24469;BXR5C46;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 11:40;07/08/2025 11:41;Saiu da cerca;0.02
24469;ID 24469;BXR5C46;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 11:41;07/08/2025 11:50;Saiu da cerca;0.15
24469;ID 24469;BXR5C46;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 13:27;07/08/2025 13:31;Saiu da cerca;0.07
24467;ID 24467;CUA2F70;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 11:15;07/08/2025 11:16;Saiu da cerca;0.01
24467;ID 24467;CUA2F70;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 11:28;07/08/2025 11:30;Saiu da cerca;0.02
24467;ID 24467;CUA2F70;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 11:30;07/08/2025 11:39;Saiu da cerca;0.15
24467;ID 24467;CUA2F70;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 13:33;07/08/2025 13:37;Saiu da cerca;0.08
42528;ID 42528;EJI5E47;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 09:05;;Entrou na cerca;0.0
24467;ID 24467;EMC6H39;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 07:48;07/08/2025 08:57;Saiu da cerca;1.14
24467;ID 24467;EMC6H39;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 08:53;07/08/2025 08:55;Saiu da cerca;0.03
24467;ID 24467;EMC6H39;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 08:55;07/08/2025 08:57;Saiu da cerca;0.03
24467;ID 24467;EMC6H39;Balanca de Saida - MS;Não Mapeado;07/08/2025 08:57;07/08/2025 09:01;Saiu da cerca;0.07
24467;ID 24467;EMC6H39;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 09:01;07/08/2025 09:19;Saiu da cerca;0.31
24467;ID 24467;EMC6H39;ACESSO FABRICA;Não Mapeado;07/08/2025 09:19;07/08/2025 09:29;Saiu da cerca;0.17
24467;ID 24467;EMC6H39;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 09:19;07/08/2025 09:25;Saiu da cerca;0.1
24467;ID 24467;EMC6H39;MONITORAMENTO-BRITA ROTATORIA;Não Mapeado;07/08/2025 09:27;07/08/2025 09:29;Saiu da cerca;0.04
24467;ID 24467;EMC6H39;TROCA DE TURNO-CAIPIRAO;Não Mapeado;07/08/2025 09:31;07/08/2025 09:46;Saiu da cerca;0.25
24467;ID 24467;EMC6H39;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 09:59;07/08/2025 10:01;Saiu da cerca;0.03
24467;ID 24467;EMC6H39;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 10:24;07/08/2025 10:33;Saiu da cerca;0.14
24467;ID 24467;EMC6H39;SALA DE ESTIMULACAO-BRASILANDIA;Não Mapeado;07/08/2025 10:33;07/08/2025 10:33;Saiu da cerca;0.0
24467;ID 24467;EMC6H39;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 12:53;;Entrou na cerca;0.0
42528;ID 42528;ETU9I76;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 09:57;07/08/2025 09:58;Saiu da cerca;0.01
42528;ID 42528;ETU9I76;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 10:17;;Entrou na cerca;0.0
24469;ID 24469;EXV1J04;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 08:39;07/08/2025 09:19;Saiu da cerca;0.65
24469;ID 24469;EXV1J04;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 09:15;07/08/2025 09:17;Saiu da cerca;0.02
24469;ID 24469;EXV1J04;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 09:17;07/08/2025 09:21;Saiu da cerca;0.07
24469;ID 24469;EXV1J04;Balanca de Saida - MS;Não Mapeado;07/08/2025 09:27;07/08/2025 09:36;Saiu da cerca;0.15
24469;ID 24469;EXV1J04;ACESSO FABRICA;Não Mapeado;07/08/2025 09:40;07/08/2025 09:49;Saiu da cerca;0.15
24469;ID 24469;EXV1J04;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 09:40;07/08/2025 09:49;Saiu da cerca;0.15
24469;ID 24469;EXV1J04;TROCA DE TURNO-CAIPIRAO;Não Mapeado;07/08/2025 09:51;07/08/2025 10:12;Saiu da cerca;0.34
24469;ID 24469;EXV1J04;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 10:25;07/08/2025 10:27;Saiu da cerca;0.03
24469;ID 24469;EXV1J04;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 10:37;07/08/2025 10:39;Saiu da cerca;0.03
24469;ID 24469;EXV1J04;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 10:39;07/08/2025 10:48;Saiu da cerca;0.15
42222;ID 42222;FAC4C52;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 07:24;07/08/2025 12:13;Saiu da cerca;4.82
42222;ID 42222;FAC4C52;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 12:46;07/08/2025 12:49;Saiu da cerca;0.04
42222;ID 42222;FAC4G21;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 07:21;07/08/2025 11:21;Saiu da cerca;4.0
41604;ID 41604;FCW5C43;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 09:42;07/08/2025 09:50;Saiu da cerca;0.13
41604;ID 41604;FCW5C43;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 11:24;07/08/2025 11:26;Saiu da cerca;0.03
41604;ID 41604;FCW5C43;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 11:52;;Entrou na cerca;0.0
24469;ID 24469;FIL1E71;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 08:16;07/08/2025 09:35;Saiu da cerca;1.33
24469;ID 24469;FIL1E71;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 09:26;07/08/2025 09:29;Saiu da cerca;0.05
24469;ID 24469;FIL1E71;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 09:29;07/08/2025 09:35;Saiu da cerca;0.1
24469;ID 24469;FIL1E71;Balanca de Saida - MS;Não Mapeado;07/08/2025 09:35;07/08/2025 09:42;Saiu da cerca;0.12
24469;ID 24469;FIL1E71;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 09:54;07/08/2025 11:19;Saiu da cerca;1.41
24469;ID 24469;FIL1E71;ACESSO FABRICA;Não Mapeado;07/08/2025 11:21;07/08/2025 11:30;Saiu da cerca;0.15
24469;ID 24469;FIL1E71;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 11:21;07/08/2025 11:27;Saiu da cerca;0.1
24469;ID 24469;FIL1E71;MONITORAMENTO-BRITA ROTATORIA;Não Mapeado;07/08/2025 11:28;07/08/2025 11:30;Saiu da cerca;0.03
24469;ID 24469;FIL1E71;MANUTENCAO-AUTO MECANICA ;Não Mapeado;07/08/2025 12:03;07/08/2025 12:07;Saiu da cerca;0.05
24469;ID 24469;FIL1E71;MANUTENCAO-FAXLOG POSTO DE MOLAS;Não Mapeado;07/08/2025 12:07;;Entrou na cerca;0.0
18697;ID 18697;FMI6834;TRAJETO FABRICA X PA;Não Mapeado;07/08/2025 08:48;07/08/2025 08:55;Saiu da cerca;0.12
18697;ID 18697;FMI6834;TRAJETO PA;Não Mapeado;07/08/2025 09:54;07/08/2025 10:14;Saiu da cerca;0.33
18697;ID 18697;FMI6834;TRAJETO FABRICA X PA;Não Mapeado;07/08/2025 10:14;07/08/2025 11:08;Saiu da cerca;0.9
18697;ID 18697;FMI6834;TRAJETO PA;Não Mapeado;07/08/2025 12:31;07/08/2025 12:32;Saiu da cerca;0.02
18697;ID 18697;FMI6834;TRAJETO PA X APARECIDA 1;Não Mapeado;07/08/2025 12:32;07/08/2025 12:33;Saiu da cerca;0.02
18697;ID 18697;FMI6834;TRAJETO FABRICA X PA;Não Mapeado;07/08/2025 12:33;07/08/2025 13:43;Saiu da cerca;1.16
18697;ID 18697;FMI6834;TRAJETO PA;Não Mapeado;07/08/2025 13:43;07/08/2025 13:44;Saiu da cerca;0.02
44459;RRP;FOW8J57;Terminal;Terminal;07/08/2025 09:46;07/08/2025 13:40;Saiu da cerca;3.91
44459;RRP;FOW8J57;Descarga;Descarga;07/08/2025 09:46;07/08/2025 13:40;Saiu da cerca;3.91
44459;RRP;FOW8J57;Descarga INO;Não Mapeado;07/08/2025 12:35;07/08/2025 13:40;Saiu da cerca;1.09
44459;RRP;FOW8J57;Terminal Inocencia;Não Mapeado;07/08/2025 12:35;07/08/2025 13:40;Saiu da cerca;1.09
44459;RRP;FOW8J57;Patio Vazio INO;Parada Operacional;07/08/2025 12:35;07/08/2025 13:10;Saiu da cerca;0.58
40224;ID 40224;FPK0E12;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 10:11;07/08/2025 10:19;Saiu da cerca;0.13
40224;ID 40224;FPK0E12;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 10:37;07/08/2025 11:01;Saiu da cerca;0.4
40224;ID 40224;FPK0E12;TUNEL HEXA;Não Mapeado;07/08/2025 11:07;07/08/2025 11:09;Saiu da cerca;0.03
40224;ID 40224;FPK0E12;ACESSO FABRICA;Não Mapeado;07/08/2025 11:11;07/08/2025 11:18;Saiu da cerca;0.11
40224;ID 40224;FPK0E12;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 11:16;07/08/2025 11:18;Saiu da cerca;0.03
40224;ID 40224;FPK0E12;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 11:21;07/08/2025 11:27;Saiu da cerca;0.09
40224;ID 40224;FPK0E12;Balanca de Entrada - MS;Não Mapeado;07/08/2025 11:27;07/08/2025 11:31;Saiu da cerca;0.07
40224;ID 40224;FPK0E12;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 11:33;07/08/2025 12:04;Saiu da cerca;0.53
40224;ID 40224;FPK0E12;F¿BRICA;Não Mapeado;07/08/2025 12:08;07/08/2025 12:21;Saiu da cerca;0.22
40224;ID 40224;FPK0E12;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 12:08;07/08/2025 12:21;Saiu da cerca;0.22
40224;ID 40224;FPK0E12;PATIO SYLVAMO;Não Mapeado;07/08/2025 12:21;07/08/2025 12:40;Saiu da cerca;0.32
40224;ID 40224;FPK0E12;TROCA DE TURNO-PATIO EXTERNO;Não Mapeado;07/08/2025 12:21;07/08/2025 12:40;Saiu da cerca;0.32
40224;ID 40224;FPK0E12;ACESSO FABRICA;Não Mapeado;07/08/2025 12:40;07/08/2025 12:57;Saiu da cerca;0.27
40224;ID 40224;FPK0E12;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 13:22;07/08/2025 13:35;Saiu da cerca;0.22
41604;ID 41604;FPR6H86;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 07:45;07/08/2025 09:49;Saiu da cerca;2.06
41604;ID 41604;FPR6H86;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 10:18;07/08/2025 10:20;Saiu da cerca;0.03
41604;ID 41604;FPR6H86;PONTO DE MONITORAMENTO-PORTAL 2 BRASILAN;Não Mapeado;07/08/2025 12:19;07/08/2025 12:21;Saiu da cerca;0.03
41604;ID 41604;FPR6H86;SALA DE ESTIMULACAO-BRASILANDIA;Não Mapeado;07/08/2025 12:21;07/08/2025 12:23;Saiu da cerca;0.03
41604;ID 41604;FPR6H86;PONTO DE MONITORAMENTO -BRASILANDIA;Não Mapeado;07/08/2025 12:23;07/08/2025 12:35;Saiu da cerca;0.22
41604;ID 41604;FPR6H86;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 12:35;07/08/2025 12:44;Saiu da cerca;0.15
41604;ID 41604;FPR6H86;SALA DE ESTIMULACAO-BRASILANDIA RIO VERD;Não Mapeado;07/08/2025 12:53;07/08/2025 12:58;Saiu da cerca;0.08
41604;ID 41604;FPR6H86;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 13:03;07/08/2025 13:07;Saiu da cerca;0.07
41604;ID 41604;FPR6H86;ACESSO FABRICA;Não Mapeado;07/08/2025 13:25;07/08/2025 13:34;Saiu da cerca;0.15
41604;ID 41604;FPR6H86;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 13:30;07/08/2025 13:34;Saiu da cerca;0.07
41604;ID 41604;FPR6H86;FABRICA TR¿S LAGOAS;Não Mapeado;07/08/2025 13:39;;Entrou na cerca;0.0
41604;ID 41604;FPR6H86;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 13:39;07/08/2025 13:52;Saiu da cerca;0.22
41604;ID 41604;FPR6H86;Balanca de Entrada - MS;Não Mapeado;07/08/2025 13:52;07/08/2025 13:54;Saiu da cerca;0.03
41604;ID 41604;FPR6H86;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 13:54;;Entrou na cerca;0.0
41604;ID 41604;FPR6H86;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 13:57;07/08/2025 14:31;Saiu da cerca;0.57
42528;ID 42528;FST6F95;MONITORAMENTO-BRITA ROTATORIA;Não Mapeado;07/08/2025 09:00;07/08/2025 09:02;Saiu da cerca;0.04
42528;ID 42528;FST6F95;ACESSO FABRICA;Não Mapeado;07/08/2025 09:02;07/08/2025 09:10;Saiu da cerca;0.13
42528;ID 42528;FST6F95;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 09:06;07/08/2025 09:08;Saiu da cerca;0.03
42528;ID 42528;FST6F95;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 09:13;07/08/2025 09:17;Saiu da cerca;0.07
42528;ID 42528;FST6F95;Balanca de Entrada - MS;Não Mapeado;07/08/2025 09:17;07/08/2025 09:25;Saiu da cerca;0.13
42528;ID 42528;FST6F95;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 09:26;07/08/2025 10:02;Saiu da cerca;0.6
42528;ID 42528;FST6F95;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 09:26;07/08/2025 09:28;Saiu da cerca;0.03
42528;ID 42528;FST6F95;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 09:58;07/08/2025 10:00;Saiu da cerca;0.03
42528;ID 42528;FST6F95;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 10:00;07/08/2025 10:02;Saiu da cerca;0.03
42528;ID 42528;FST6F95;Balanca de Saida - MS;Não Mapeado;07/08/2025 10:02;07/08/2025 10:06;Saiu da cerca;0.07
42528;ID 42528;FST6F95;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 11:42;07/08/2025 11:47;Saiu da cerca;0.07
42528;ID 42528;FST6F95;ACESSO FABRICA;Não Mapeado;07/08/2025 11:52;07/08/2025 12:05;Saiu da cerca;0.21
42528;ID 42528;FST6F95;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 12:37;07/08/2025 12:45;Saiu da cerca;0.13
42528;ID 42528;FST6F95;SALA DE ESTIMULACAO-BRASILANDIA;Não Mapeado;07/08/2025 12:45;07/08/2025 12:47;Saiu da cerca;0.03
42528;ID 42528;FST6F95;PONTO DE MONITORAMENTO-PORTAL 2 BRASILAN;Não Mapeado;07/08/2025 12:47;07/08/2025 12:49;Saiu da cerca;0.03
41604;ID 41604;FSX3C09;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 09:22;07/08/2025 10:13;Saiu da cerca;0.85
41604;ID 41604;FSX3C09;MANUTENCAO-UNIAO TRUCK;Não Mapeado;07/08/2025 10:13;07/08/2025 10:32;Saiu da cerca;0.32
41604;ID 41604;FSX3C09;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 10:32;07/08/2025 10:46;Saiu da cerca;0.23
41604;ID 41604;FSX3C09;MANUTENCAO-UNIAO TRUCK;Não Mapeado;07/08/2025 10:46;07/08/2025 10:52;Saiu da cerca;0.11
41604;ID 41604;FSX3C09;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 10:52;07/08/2025 11:05;Saiu da cerca;0.22
41604;ID 41604;FSX3C09;MANUTENCAO-UNIAO TRUCK;Não Mapeado;07/08/2025 11:05;07/08/2025 11:38;Saiu da cerca;0.54
41604;ID 41604;FSX3C09;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 11:38;07/08/2025 14:17;Saiu da cerca;2.66
37408;ID 37408;FUC2I56;PARADA PROIBIDA-MONTONINI;Não Mapeado;07/08/2025 10:45;;Entrou na cerca;0.0
37408;ID 37408;FUC2I56;MONITORAMENTO-MONTANINI;Parada Operacional;07/08/2025 10:45;;Entrou na cerca;0.0
24469;ID 24469;FYL6A42;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;02/08/2025 04:34;02/08/2025 05:11;Saiu da cerca;0.61
24469;ID 24469;FYL6A42;FABRICA - FILA SAIDA;Não Mapeado;02/08/2025 04:36;02/08/2025 04:41;Saiu da cerca;0.08
24469;ID 24469;FYL6A42;FABRICA - SOPRADOR;Não Mapeado;02/08/2025 05:01;02/08/2025 05:06;Saiu da cerca;0.08
24469;ID 24469;FYL6A42;FABRICA - FILA SAIDA;Não Mapeado;02/08/2025 05:06;02/08/2025 05:11;Saiu da cerca;0.08
24469;ID 24469;FYL6A42;Balanca de Saida - MS;Não Mapeado;02/08/2025 05:11;02/08/2025 05:16;Saiu da cerca;0.08
24469;ID 24469;FYL6A42;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;02/08/2025 05:17;02/08/2025 05:20;Saiu da cerca;0.05
24469;ID 24469;FYL6A42;ACESSO FABRICA;Não Mapeado;02/08/2025 05:26;02/08/2025 05:31;Saiu da cerca;0.09
24469;ID 24469;FYL6A42;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;02/08/2025 05:26;02/08/2025 05:31;Saiu da cerca;0.09
24469;ID 24469;FYL6A42;MONITORAMENTO-BRITA ROTATORIA;Não Mapeado;02/08/2025 05:32;02/08/2025 05:33;Saiu da cerca;0.02
24469;ID 24469;FYL6A42;TROCA DE TURNO-CAIPIRAO;Não Mapeado;02/08/2025 05:37;02/08/2025 08:51;Saiu da cerca;3.22
42222;ID 42222;GAT5I43;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 09:13;07/08/2025 12:08;Saiu da cerca;2.91
44459;RRP;GBJ0J68;Buffer frotas ;Parada Operacional;07/08/2025 08:22;07/08/2025 08:53;Saiu da cerca;0.51
44459;RRP;GBJ0J68;Agua Clara;Parada Operacional;07/08/2025 10:08;07/08/2025 10:16;Saiu da cerca;0.13
44459;RRP;GBJ0J68;Descarga Inocencia;Terminal;07/08/2025 12:25;;Entrou na cerca;0.0
41604;ID 41604;GBK1J38;MANUTENCAO-GRANFER;Não Mapeado;07/08/2025 07:50;07/08/2025 11:00;Saiu da cerca;3.16
41604;ID 41604;GBK1J38;TROCA DE TURNO-CAIPIRAO;Não Mapeado;07/08/2025 11:31;07/08/2025 11:41;Saiu da cerca;0.16
41604;ID 41604;GBK1J38;SALA DE ESTIMULACAO- CABECEIRA;Não Mapeado;07/08/2025 11:53;07/08/2025 11:55;Saiu da cerca;0.03
41604;ID 41604;GBK1J38;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 12:08;07/08/2025 12:09;Saiu da cerca;0.01
41604;ID 41604;GBK1J38;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 12:09;07/08/2025 12:17;Saiu da cerca;0.13
41604;ID 41604;GBK1J38;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 13:57;07/08/2025 14:02;Saiu da cerca;0.08
41604;ID 41604;GBK1J38;PROJ-MONTE ALTO;Não Mapeado;07/08/2025 14:15;;Entrou na cerca;0.0
40225;ID 40225;GCR30;PROJ-MONTE ALTO;Não Mapeado;08/07/2025 17:58;07/08/2025 11:21;Saiu da cerca;713.39
24469;ID 24469;GFU2J55;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 08:35;07/08/2025 09:00;Saiu da cerca;0.43
24469;ID 24469;GFU2J55;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 09:00;07/08/2025 09:02;Saiu da cerca;0.03
24469;ID 24469;GFU2J55;ACESSO FABRICA;Não Mapeado;07/08/2025 10:07;07/08/2025 10:17;Saiu da cerca;0.17
24469;ID 24469;GFU2J55;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 10:09;07/08/2025 10:17;Saiu da cerca;0.13
24469;ID 24469;GFU2J55;DESAMARRACAO-FABRICA;Não Mapeado;07/08/2025 10:17;07/08/2025 10:23;Saiu da cerca;0.11
24469;ID 24469;GFU2J55;Balanca de Entrada - MS;Não Mapeado;07/08/2025 10:23;07/08/2025 10:27;Saiu da cerca;0.07
24469;ID 24469;GFU2J55;MONITORAMENTO-TEMPO DE PATIO;Não Mapeado;07/08/2025 10:27;07/08/2025 11:07;Saiu da cerca;0.67
24469;ID 24469;GFU2J55;FABRICA - SOPRADOR;Não Mapeado;07/08/2025 11:05;07/08/2025 11:07;Saiu da cerca;0.04
24469;ID 24469;GFU2J55;FABRICA - FILA SAIDA;Não Mapeado;07/08/2025 11:07;07/08/2025 11:11;Saiu da cerca;0.07
24469;ID 24469;GFU2J55;Balanca de Saida - MS;Não Mapeado;07/08/2025 11:11;07/08/2025 11:13;Saiu da cerca;0.03
24469;ID 24469;GFU2J55;PONTO DE MONITORAMENTO-POSTO COMBUS FABR;Não Mapeado;07/08/2025 11:14;07/08/2025 11:14;Saiu da cerca;0.01
24469;ID 24469;GFU2J55;ACESSO FABRICA;Não Mapeado;07/08/2025 11:17;07/08/2025 11:27;Saiu da cerca;0.17
24469;ID 24469;GFU2J55;PARADA PROIBIDA-ACOSTAMENTO ACESSO FABRI;Não Mapeado;07/08/2025 11:19;07/08/2025 11:27;Saiu da cerca;0.13
24469;ID 24469;GFU2J55;PONTO DE MONITORAMENTO-PORTAL BRASILANDI;Não Mapeado;07/08/2025 11:57;07/08/2025 11:59;Saiu da cerca;0.03
24469;ID 24469;GFU2J55;TROCA D TURNO BRASILA;Não Mapeado;07/08/2025 11:59;07/08/2025 12:07;Saiu da cerca;0.13
24469;ID 24469;GFU2J55;SALA DE ESTIMULACAO-BRASILANDIA;Não Mapeado;07/08/2025 12:07;07/08/2025 12:07;Saiu da cerca;0.01
24469;ID 24469;GFU2J55;TROCA DE TURNO-SANTA RITA DO RIO PARDO;Não Mapeado;07/08/2025 13:42;07/08/2025 13:44;Saiu da cerca;0.03
