Filial,Placa_Veiculo,Descricao_POI,Grupo_POI,Data_Entrada,Data_Saida,Status,Duracao
RRP,SLZ1D72,Oficina JSL,Manutenção,07/08/2025 13:13:32,,Entrou na cerca,0.0
TLS,SMB7B61,FILA DESCARGA APT,Terminal,07/08/2025 10:53:39,07/08/2025 12:37:34,Saiu da cerca,1.73
TLS,SMB7B61,Descarga TAP,Terminal,07/08/2025 12:37:34,07/08/2025 13:26:46,Saiu da cerca,0.82
TLS,SMB7B61,FILA DESCARGA APT,Terminal,07/08/2025 13:26:46,07/08/2025 13:29:46,Saiu da cerca,0.05
RRP,SMG2D73,Descarga Inocencia,Terminal,07/08/2025 08:27:08,07/08/2025 12:42:10,Saiu da cerca,4.25
RRP,SMG2D73,Agua Clara,Agua Clara,07/08/2025 14:34:35,07/08/2025 14:52:43,Saiu da cerca,0.3
RRP,SMG5F48,Descarga Inocencia,Terminal,07/08/2025 11:56:25,07/08/2025 12:01:15,Saiu da cerca,0.08
RRP,SMG6H57,Carregamento Fabrica RRP,Fábrica,07/08/2025 09:12:33,07/08/2025 10:07:58,Saiu da cerca,0.92
RRP,SMG6H57,Agua Clara,Agua Clara,07/08/2025 11:53:54,07/08/2025 12:02:59,Saiu da cerca,0.15
RRP,SMG6H57,Descarga Inocencia,Terminal,07/08/2025 14:20:59,,Entrou na cerca,0.0
RRP,SMG9C17,Descarga Inocencia,Terminal,07/08/2025 12:12:59,,Entrou na cerca,0.0
RRP,SMG9D17,Descarga Inocencia,Terminal,07/08/2025 09:47:24,07/08/2025 14:11:45,Saiu da cerca,4.41
RRP,SMG9E17,Descarga Inocencia,Terminal,07/08/2025 08:23:01,07/08/2025 12:11:42,Saiu da cerca,3.81
RRP,SMG9E17,Agua Clara,Agua Clara,07/08/2025 14:11:43,07/08/2025 14:36:11,Saiu da cerca,0.41
RRP,SMG9I17,Descarga Inocencia,Terminal,07/08/2025 08:45:14,07/08/2025 12:44:28,Saiu da cerca,3.99
RRP,SMH0F11,Agua Clara,Agua Clara,07/08/2025 10:38:10,07/08/2025 10:48:13,Saiu da cerca,0.17
RRP,SMH0F11,Posto Mutum,Posto Mutum,07/08/2025 11:28:43,07/08/2025 11:31:45,Saiu da cerca,0.05
RRP,SMH0F11,Abastecimento Frotas RRP,Abastecimento,07/08/2025 12:14:05,07/08/2025 12:25:55,Saiu da cerca,0.2
RRP,SMH0F11,Carregamento Fabrica RRP,Fábrica,07/08/2025 12:27:36,07/08/2025 13:11:27,Saiu da cerca,0.73
TLS,SYD5F88,SELVIRIA,Selviria,07/08/2025 10:09:46,07/08/2025 10:16:04,Saiu da cerca,0.1
TLS,SYD5F88,FILA DESCARGA APT,Terminal,07/08/2025 11:18:39,07/08/2025 13:19:44,Saiu da cerca,2.02
TLS,SYD5F88,Descarga TAP,Terminal,07/08/2025 13:30:15,07/08/2025 14:20:38,Saiu da cerca,0.84
TLS,SYD5F88,FILA DESCARGA APT,Terminal,07/08/2025 14:20:38,07/08/2025 14:22:39,Saiu da cerca,0.03
RRP,SYD5F90,Carregamento Fabrica RRP,Fábrica,07/08/2025 10:03:41,07/08/2025 10:33:27,Saiu da cerca,0.5
RRP,SYD5F90,Agua Clara,Agua Clara,07/08/2025 12:21:36,07/08/2025 12:30:42,Saiu da cerca,0.15
RRP,SYD5F91,Agua Clara,Agua Clara,07/08/2025 11:43:37,07/08/2025 12:05:50,Saiu da cerca,0.37
RRP,SYD5F91,Descarga Inocencia,Terminal,07/08/2025 12:05:50,07/08/2025 12:40:10,Saiu da cerca,0.57
RRP,SYD5F91,Agua Clara,Agua Clara,07/08/2025 12:40:10,07/08/2025 12:55:19,Saiu da cerca,0.25
RRP,SYD5F91,Descarga Inocencia,Terminal,07/08/2025 12:55:19,07/08/2025 14:48:58,Saiu da cerca,1.89
RRP,SYD5F91,Agua Clara,Agua Clara,07/08/2025 14:48:58,,Entrou na cerca,0.0
RRP,SYD5F93,Agua Clara,Agua Clara,07/08/2025 12:11:33,07/08/2025 12:49:20,Saiu da cerca,0.63
RRP,SYD5F93,PA AGUA CLARA,Ponto Apoio,07/08/2025 12:13:34,07/08/2025 12:41:18,Saiu da cerca,0.46
TLS,SYD5F94,SELVIRIA,Selviria,07/08/2025 10:18:04,07/08/2025 10:20:40,Saiu da cerca,0.04
TLS,SYD5F94,FILA DESCARGA APT,Terminal,07/08/2025 11:20:07,07/08/2025 13:34:34,Saiu da cerca,2.24
TLS,SYD5F94,Descarga TAP,Terminal,07/08/2025 13:35:19,07/08/2025 13:58:44,Saiu da cerca,0.39
TLS,SYD5F94,FILA DESCARGA APT,Terminal,07/08/2025 13:58:44,07/08/2025 14:01:16,Saiu da cerca,0.04
TLS,SYD5F94,Descarga TAP,Terminal,07/08/2025 14:01:16,07/08/2025 14:29:04,Saiu da cerca,0.46
TLS,SYD5F94,FILA DESCARGA APT,Terminal,07/08/2025 14:29:04,07/08/2025 14:29:53,Saiu da cerca,0.01
RRP,SYD5F96,Descarga Inocencia,Terminal,07/08/2025 10:57:33,,Entrou na cerca,0.0
RRP,SYD5F99,Descarga Inocencia,Terminal,07/08/2025 09:47:37,07/08/2025 13:37:45,Saiu da cerca,3.84
RRP,SYD5G01,Descarga Inocencia,Terminal,07/08/2025 10:59:41,,Entrou na cerca,0.0
RRP,SYD5G05,Agua Clara,Agua Clara,07/08/2025 07:45:17,07/08/2025 10:05:59,Saiu da cerca,2.35
RRP,SYD5G05,Descarga Inocencia,Terminal,07/08/2025 13:26:26,,Entrou na cerca,0.0
RRP,SYD5G06,Oficina JSL,Manutenção,06/08/2025 15:32:28,07/08/2025 14:02:47,Saiu da cerca,22.51
RRP,SYD5G06,Abastecimento Frotas RRP,Abastecimento,07/08/2025 14:02:47,07/08/2025 14:10:22,Saiu da cerca,0.13
RRP,SYD5G10,Agua Clara,Agua Clara,07/08/2025 10:24:25,07/08/2025 11:04:09,Saiu da cerca,0.66
RRP,SYD5G10,PA AGUA CLARA,Ponto Apoio,07/08/2025 10:24:25,07/08/2025 11:04:09,Saiu da cerca,0.66
RRP,SYD5G16,Agua Clara,Agua Clara,07/08/2025 11:42:26,07/08/2025 12:01:53,Saiu da cerca,0.32
RRP,SYD5G16,Abastecimento Frotas RRP,Abastecimento,07/08/2025 13:15:10,07/08/2025 13:28:01,Saiu da cerca,0.21
RRP,SYD5G16,Carregamento Fabrica RRP,Fábrica,07/08/2025 13:28:01,07/08/2025 14:18:16,Saiu da cerca,0.84
RRP,SYD5G18,Carregamento Fabrica RRP,Fábrica,07/08/2025 10:05:52,07/08/2025 10:35:05,Saiu da cerca,0.49
RRP,SYD5G18,Agua Clara,Agua Clara,07/08/2025 11:35:50,07/08/2025 12:03:41,Saiu da cerca,0.46
RRP,SYD5G18,Descarga Inocencia,Terminal,07/08/2025 14:22:55,,Entrou na cerca,0.0
RRP,SYD5G19,Descarga Inocencia,Terminal,07/08/2025 09:56:53,07/08/2025 14:39:53,Saiu da cerca,4.72
RRP,SYD5G20,Agua Clara,Agua Clara,07/08/2025 09:55:00,07/08/2025 12:11:39,Saiu da cerca,2.28
