Customer_ID;Filial;Placa_Veiculo;Descricao_POI;Grupo_POI;Data_Entrada;Data_Saida;Status;Duracao;Data_Atualizacao;Vehicle_Id;Fence_Id
40455;ID 40455;JBJ4H88;Carregamento Fabrica;Fábrica;07/08/2025 09:43;07/08/2025 10:40;Saiu da cerca;0.96;07/08/2025 11:40;608172;185186
40455;ID 40455;JBJ4H88;FILA DESCARGA APT;Terminal;07/08/2025 13:48;;Entrou na cerca;0.0;07/08/2025 14:49;608172;115514
40849;ID 40849;JBK3B61;POSTO DE ABASTECIMENTO;Parada Operacional;07/08/2025 12:55;07/08/2025 13:06;Saiu da cerca;0.19;07/08/2025 14:39;608769;115742
40849;ID 40849;JBK3B61;Carregamento Fabrica;Fábrica;07/08/2025 13:27;;Entrou na cerca;0.0;07/08/2025 14:39;608769;185186
42098;ID 42098;JBK3C91;PA Celulose;Ponto Apoio;07/08/2025 08:55;07/08/2025 09:44;Saiu da cerca;0.82;07/08/2025 13:20;612344;94377
42098;ID 42098;JBK3C91;Fila abastecimento posto;Parada Operacional;07/08/2025 10:37;07/08/2025 10:38;Saiu da cerca;0.02;07/08/2025 13:41;612344;186959
42098;ID 42098;JBK3C91;POSTO DE ABASTECIMENTO;Parada Operacional;07/08/2025 10:38;07/08/2025 10:50;Saiu da cerca;0.2;07/08/2025 13:41;612344;115742
42098;ID 42098;JBK3C91;Carregamento Fabrica;Fábrica;07/08/2025 11:01;07/08/2025 11:51;Saiu da cerca;0.82;07/08/2025 13:42;612344;185186
42098;ID 42098;JBW5G08;Terminal;Terminal;07/08/2025 07:36;07/08/2025 09:42;Saiu da cerca;2.11;07/08/2025 12:22;617470;115514
42098;ID 42098;JBW5G08;POSTO DE ABASTECIMENTO;Parada Operacional;07/08/2025 13:11;07/08/2025 13:24;Saiu da cerca;0.23;07/08/2025 14:36;617470;115742
42098;ID 42098;JBW5G08;Carregamento Fabrica;Fábrica;07/08/2025 13:39;07/08/2025 14:31;Saiu da cerca;0.87;07/08/2025 15:31;617470;185186
45055;ID 45055;JCY1D88;Oficina JSL;Manutenção;07/08/2025 08:54;07/08/2025 11:56;Saiu da cerca;3.04;07/08/2025 12:57;599261;181600
40848;ID 40848;QAO9263;Terminal;Terminal;07/08/2025 10:14;07/08/2025 12:17;Saiu da cerca;2.05;07/08/2025 14:27;591000;115514
44459;RRP;QTQ0F44;Agua Clara;Parada Operacional;07/08/2025 10:53;07/08/2025 11:04;Saiu da cerca;0.18;07/08/2025 12:09;610552;171261
44459;RRP;QTQ0F44;Descarga Inocencia;Terminal;07/08/2025 13:40;;Entrou na cerca;0.0;07/08/2025 14:45;610552;171260
44459;RRP;QUA0J34;Agua Clara;Parada Operacional;07/08/2025 10:40;07/08/2025 10:55;Saiu da cerca;0.25;07/08/2025 11:56;610648;171261
44459;RRP;QUA0J34;Descarga Inocencia;Terminal;07/08/2025 13:06;;Entrou na cerca;0.0;07/08/2025 14:06;610648;171260
41141;ID 41141;RBL2B79;Carregamento Fabrica;Fábrica;07/08/2025 09:54;07/08/2025 10:47;Saiu da cerca;0.88;07/08/2025 11:47;620666;185186
42244;ID 42244;RIR5I81;Terminal;Terminal;07/08/2025 08:01;07/08/2025 10:17;Saiu da cerca;2.27;07/08/2025 11:18;609832;115514
40455;ID 40455;RIT6B34;Carregamento Fabrica;Fábrica;07/08/2025 10:06;07/08/2025 10:55;Saiu da cerca;0.82;07/08/2025 11:56;605583;185186
40455;ID 40455;RIT6B34;FILA DESCARGA APT;Terminal;07/08/2025 14:17;;Entrou na cerca;0.0;07/08/2025 15:18;605583;115514
40454;ID 40454;RIY9B41;FILA DESCARGA APT;Terminal;07/08/2025 11:57;;Entrou na cerca;0.0;07/08/2025 12:59;608161;115514
41141;ID 41141;RIY9B45;Carregamento Fabrica;Fábrica;07/08/2025 08:53;07/08/2025 09:51;Saiu da cerca;0.97;07/08/2025 10:51;610601;185186
41141;ID 41141;RIY9B45;FILA DESCARGA APT;Terminal;07/08/2025 12:53;;Entrou na cerca;0.0;07/08/2025 13:55;610601;115514
42098;ID 42098;RJR8F85;Terminal;Terminal;07/08/2025 08:10;07/08/2025 09:35;Saiu da cerca;1.42;07/08/2025 10:35;618985;186956
42098;ID 42098;RJR8F85;Fila abastecimento posto;Parada Operacional;07/08/2025 13:00;07/08/2025 13:06;Saiu da cerca;0.11;07/08/2025 14:06;618985;186959
