Customer_ID;Filial;Placa_Veiculo;Descricao_POI;Grupo_POI;Data_Entrada;Data_Saida;Status;Duracao;Data_Atualizacao;Vehicle_Id;Fence_Id
42098;ID 42098;RJR8F85;POSTO DE ABASTECIMENTO;Parada Operacional;07/08/2025 13:06;07/08/2025 13:19;Saiu da cerca;0.22;07/08/2025 14:19;618985;115742
40453;ID 40453;RJS6E42;PA Celulose;Ponto Apoio;07/08/2025 05:34;07/08/2025 05:50;Saiu da cerca;0.26;07/08/2025 11:09;607092;94377
40453;ID 40453;RJS6E42;Terminal;Terminal;07/08/2025 07:50;07/08/2025 10:13;Saiu da cerca;2.39;07/08/2025 13:37;607092;115514
40453;ID 40453;RJS6E42;Carregamento Fabrica;Fábrica;07/08/2025 13:06;07/08/2025 13:59;Saiu da cerca;0.89;07/08/2025 15:04;607092;185186
42098;ID 42098;RJS6E44;Terminal;Terminal;07/08/2025 10:16;07/08/2025 11:34;Saiu da cerca;1.3;07/08/2025 13:56;608863;115514
42098;ID 42098;RJS8F32;Terminal;Terminal;07/08/2025 11:18;07/08/2025 14:12;Saiu da cerca;2.9;07/08/2025 15:12;618965;115514
40455;ID 40455;RKO8C61;Carregamento Fabrica;Fábrica;07/08/2025 12:10;07/08/2025 12:57;Saiu da cerca;0.77;07/08/2025 14:26;604742;185186
41774;ID 41774;RKS8B70;PA Celulose;Ponto Apoio;07/08/2025 09:56;07/08/2025 11:22;Saiu da cerca;1.42;07/08/2025 12:22;620724;94377
41774;ID 41774;RKS8B70;Carregamento Fabrica;Fábrica;07/08/2025 12:12;07/08/2025 13:25;Saiu da cerca;1.23;07/08/2025 14:32;620724;185186
40453;ID 40453;RNZ4D42;Terminal;Terminal;07/08/2025 07:38;07/08/2025 09:54;Saiu da cerca;2.25;07/08/2025 12:04;602760;115514
40848;ID 40848;RNZ4D54;POSTO DE ABASTECIMENTO;Parada Operacional;07/08/2025 10:51;07/08/2025 11:01;Saiu da cerca;0.17;07/08/2025 12:01;608763;115742
40848;ID 40848;RNZ4D54;Carregamento Fabrica;Fábrica;07/08/2025 11:13;;Entrou na cerca;0.0;07/08/2025 12:13;608763;185186
40453;ID 40453;RTB1D49;FILA DESCARGA APT;Terminal;07/08/2025 11:29;;Entrou na cerca;0.0;07/08/2025 12:29;581203;115514
40455;ID 40455;RTC0F92;Manutencao Celulose;Não Mapeado;07/08/2025 14:10;07/08/2025 14:11;Saiu da cerca;0.02;07/08/2025 15:12;595341;94379
40455;ID 40455;RTC0F92;PA Celulose;Ponto Apoio;07/08/2025 14:11;07/08/2025 14:23;Saiu da cerca;0.21;07/08/2025 15:30;595341;94377
41141;ID 41141;RTD9D57;Carregamento Fabrica;Fábrica;07/08/2025 09:30;07/08/2025 10:22;Saiu da cerca;0.86;07/08/2025 11:22;602222;185186
40453;ID 40453;RTF1I34;Carregamento Fabrica;Fábrica;07/08/2025 11:58;07/08/2025 12:50;Saiu da cerca;0.86;07/08/2025 13:50;581173;185186
40454;ID 40454;RTF1I36;Carregamento Fabrica;Fábrica;07/08/2025 10:23;07/08/2025 11:12;Saiu da cerca;0.82;07/08/2025 12:12;581058;185186
40454;ID 40454;RTF1I45;Carregamento Fabrica;Fábrica;07/08/2025 10:45;07/08/2025 11:50;Saiu da cerca;1.08;07/08/2025 12:53;602866;185186
40454;ID 40454;RTF1I51;Terminal;Terminal;07/08/2025 10:13;07/08/2025 12:06;Saiu da cerca;1.88;07/08/2025 14:26;581169;115514
40455;ID 40455;RTU8A54;PA Celulose;Ponto Apoio;07/08/2025 06:02;07/08/2025 06:14;Saiu da cerca;0.2;07/08/2025 13:04;595316;94377
40456;ID 40456;RUM1D35;PA Celulose;Ponto Apoio;07/08/2025 04:02;07/08/2025 04:12;Saiu da cerca;0.16;07/08/2025 10:34;581029;94377
40456;ID 40456;RUM1D35;Terminal;Terminal;07/08/2025 06:12;07/08/2025 07:59;Saiu da cerca;1.79;07/08/2025 10:49;581029;115514
